mou_Mean,totmrc_Mean,da_Mean,ovrmou_Mean,ovrrev_Mean,vceovr_Mean,datovr_Mean,roam_Mean,change_mou,change_rev,drop_vce_Mean,drop_dat_Mean,blck_vce_Mean,blck_dat_Mean,unan_vce_Mean,unan_dat_Mean,plcd_vce_Mean,plcd_dat_Mean,recv_vce_Mean,recv_sms_Mean,comp_vce_Mean,comp_dat_Mean,custcare_Mean,ccrndmou_Mean,cc_mou_Mean,inonemin_Mean,threeway_Mean,mou_cvce_Mean,mou_cdat_Mean,mou_rvce_Mean,owylis_vce_Mean,mouowylisv_Mean,iwylis_vce_Mean,mouiwylisv_Mean,peak_vce_Mean,peak_dat_Mean,mou_peav_Mean,mou_pead_Mean,opk_vce_Mean,opk_dat_Mean,mou_opkv_Mean,mou_opkd_Mean,drop_blk_Mean,attempt_Mean,complete_Mean,callfwdv_Mean,callwait_Mean,churn,months,uniqsubs,actvsubs,new_cell,crclscod,asl_flag,totcalls,totmou,totrev,adjrev,adjmou,adjqty,avgrev,avgmou,avgqty,avg3mou,avg3qty,avg3rev,avg6mou,avg6qty,avg6rev,prizm_social_one,area,dualband,refurb_new,hnd_price,phones,models,hnd_webcap,truck,rv,ownrent,lor,dwlltype,marital,adults,infobase,income,numbcars,HHstatin,dwllsize,forgntvl,ethnic,kid0_2,kid3_5,kid6_10,kid11_15,kid16_17,creditcd,eqpdays,Customer_ID
3479,85,4.95,872.25,87.225,87.225,0,0,-394,-36.2825,7,0,25,0,149.6666667,0,994.6666667,0,539.6666667,0,816.3333333,0,0.666666667,3.666666667,3.466666667,223,0,1046.046667,0,1005.39,67.33333333,36.31666667,196,340.31,1177.333333,0,1765.1,0,175.3333333,0,286.3366667,0,32,994.6666667,816.3333333,0,38.33333333,0,54,3,2,Y,A,N,82054,159001.3467,9157.72,8991.98,157103.35,80905,172.92,3021.22,1555.87,3610,1911,209,3653,1917,226,S,TENNESSEE AREA,Y,N,29.98999023,7,3,WC,0,0,O,9,,U,4,M,7,,C,,0,G,U,U,U,U,U,Y,47,1000083
1087.75,69.99,0,13,5.2,5.2,0,0,109.25,15.6,5.333333333,0,1,0,19.66666667,0,110.3333333,0,51.66666667,0,88,0,3.666666667,3.666666667,2.626666667,16.33333333,0.666666667,625.1066667,0,335.0733333,11,16.39333333,6,21.97333333,55.33333333,0,283.45,0,74.33333333,0,676.73,0,6.333333333,110.3333333,88,0,0,0,54,2,2,U,A,N,9288,33739,3064.01,2992.34,33656,9237,56.46,635.02,174.28,1051,129,50,853,119,51,T,TENNESSEE AREA,Y,N,149.9899902,7,4,WCMB,0,0,O,15,S,M,3,M,7,1,C,A,1,U,U,U,U,U,U,Y,233,1000084
1348.25,75,0,4.75,1.8525,0,1.8525,1.92,-165.25,24.65,7.333333333,0,7.333333333,0,69,0,398.3333333,0.666666667,171.6666667,0,317.6666667,0.666666667,0,0,0,72.33333333,0,555.8066667,5.98,436.53,59.33333333,43.71333333,23,90.55333333,454,0.666666667,943.6533333,5.98,32.33333333,0,48.68333333,0,14.66666667,399,318.3333333,0,10.33333333,0,56,1,1,N,A,N,23248,56408.07333,4933.34,4603.86,56000.07,23081,86.87,1056.61,435.49,1403,615,85,1382,626,81,T,CENTRAL/SOUTH TEXAS AREA,T,N,199.9899902,8,6,WCMB,1,1,O,4,S,M,2,M,7,2,C,A,0,S,U,U,U,U,U,Y,10,1000085
1804,75,1.485,85,8.5,8.5,0,0,-343,20.9,13,0,11,0,69.33333333,0,448.3333333,0,333.6666667,0,359.3333333,0,0,0,0,106.6666667,0,429.6066667,0,742.4166667,133,138.9333333,31.66666667,79.76,584,0,999.74,0,104.6666667,0,172.2833333,0,24,448.3333333,359.3333333,0,28.33333333,0,50,1,1,Y,B,N,48462,87509.44667,4947.72,4695.39,87509.45,48462,95.82,1785.91,989.02,1918,1067,90,1897,1040,94,C,TENNESSEE AREA,N,N,399.9899902,13,6,WCMB,0,0,O,1,S,U,3,M,4,2,G,A,0,N,U,U,U,U,U,Y,175,1000086
831.25,74.99,4.455,0,0,0,0,0,118.75,1.485,2,0,2,0,10,0,125.3333333,0,76,0,111.6666667,0,0,0,0,30,0,255.43,0,282.56,37.33333333,22.89666667,13,20.78666667,155,0,374.7066667,0,32.33333333,0,163.2833333,0,4,125.3333333,111.6666667,0,2.333333333,0,56,1,1,U,C,N,13715,35938.10333,4509.02,4491.69,35913.1,13703,81.67,652.97,249.15,792,240,79,834,265,86,C,DALLAS AREA,T,N,199.9899902,8,6,WCMB,0,0,O,7,S,S,3,M,8,1,,A,0,O,U,U,U,U,U,Y,49,1000087
1010.5,59.99,0,10.25,3.075,3.075,0,0,13.5,-3.075,4,0,2.333333333,0,31.33333333,0,149,0,46.33333333,0,112,0,0.666666667,1.333333333,1.133333333,12.33333333,0,587.4033333,0,151.1,17,16.94333333,19,62.85,76.66666667,0,274.35,0,81,0,464.1466667,0,6.333333333,149,112,0,0.333333333,0,52,1,1,N,B,N,5541,25371,3688.26,3601.16,25277,5499,72.02,505.54,109.98,1006,180,57,908,147,55,S,MIDWEST AREA,Y,N,199.9899902,10,5,WCMB,0,0,O,6,S,S,1,M,1,,C,A,0,N,U,U,U,U,U,Y,4,1000088
828,75,0,0,0,0,0,2.115,299,-1.085,10.33333333,0,4,0,32.66666667,0,220.3333333,0,98.66666667,0,175.6666667,0,0.333333333,0.333333333,0.293333333,44.66666667,0.333333333,284.5266667,0,176.5233333,36,30.5,14.33333333,27.28,250,0,427.9633333,0,21.66666667,0,33.08666667,0,14.33333333,220.3333333,175.6666667,0,6.333333333,0,50,1,1,Y,A,N,26957,47486.04,4001.18,3908.68,47445.04,26934,79.77,968.27,549.67,728,358,80,1003,560,79,S,MIDWEST AREA,Y,R,29.98999023,5,4,WCMB,1,0,O,7,S,S,6,M,2,1,C,A,0,S,U,U,U,U,U,Y,350,1000089
149.5,30,0,0,0,0,0,0,28.5,0,0.666666667,0,2.666666667,0,12.66666667,0.666666667,91.66666667,0.666666667,2,0,75.66666667,0,0,0,0,1.333333333,0,80.08,0,3.733333333,2,2.33,0,0,46.33333333,0,67.08333333,0,31.33333333,0,16.72666667,0,3.333333333,92.33333333,75.66666667,0,0,1,56,1,1,N,B,N,1693,4909,1402.64,1357.16,4835,1671,30.84,109.89,37.98,140,73,30,125,66,30,S,MIDWEST AREA,Y,N,149.9899902,3,2,WCMB,1,0,O,10,M,M,4,M,5,2,C,B,0,N,U,U,U,U,U,Y,129,1000090
148,44.99,0,0,0,0,0,0,-86,-0.315,1.666666667,0,3,0,11.33333333,0,69,0,13.66666667,0,53.33333333,0,0,0,0,5.333333333,0,70.13666667,0,38.53,7.333333333,4.483333333,3.333333333,12.74,46,0,74.35666667,0,20.66666667,0,34.31,0,4.666666667,69,53.33333333,0,0,0,50,1,1,N,C,N,8530,14851.02,2629.27,2547.98,14450.02,8345,53.08,301.04,173.85,177,79,36,172,79,36,S,MIDWEST AREA,N,R,39.98999023,3,2,WC,0,0,O,7,S,U,3,M,6,2,I,A,0,S,U,U,U,U,U,Y,331,1000091
364.75,34.98,0.495,0.75,0.1725,0.1725,0,0,-30.75,-2.4825,1,0,7,0,28.33333333,0,118,0,76.66666667,0,82,0,3.333333333,27,24.70333333,43.33333333,0,129.7333333,0,99.85666667,9.333333333,5.666666667,2,1.126666667,95.66666667,0,121.39,0,62.66666667,0,108.2,0,8,118,82,0,0.333333333,0,50,1,1,U,B,N,11530,20402.21667,2039.23,1940.11,20243.22,11410,41.28,430.71,242.77,375,217,42,341,196,39,T,MIDWEST AREA,N,R,9.989997864,3,2,NA,0,0,O,2,S,M,4,M,5,2,C,A,1,N,Y,Y,Y,U,U,Y,675,1000092
1306,77.8975,0,0,0,0,0,0,-462,-76.29,2,0,1,0,10.33333333,0,122,2,74.33333333,0,109.3333333,2,1.666666667,6.666666667,5.4,24.66666667,0,442.2633333,1.55,809.0766667,25.33333333,16.72,0,0,76.33333333,0,327.4766667,0,106,2,923.8633333,1.55,3,124,111.3333333,0,4.666666667,0,52,2,2,N,BA,N,23298,88248,5455.38,5311.83,87209,22641,108.4,1779.78,462.06,1460,168,98,1719,178,94,S,MIDWEST AREA,N,R,79.98999023,9,6,WCMB,0,0,O,1,S,S,1,M,7,1,C,A,0,O,U,U,U,U,U,Y,146,1000093
492.75,84.99,0.7425,0,0,0,0,0,-195.75,-0.7425,2.666666667,0,1.666666667,0,12,0,101.6666667,0,1.333333333,0,85.33333333,0,0,0,0,0.666666667,0,414.6333333,0,1.8,1,0.976666667,0,0,61,0,305.7166667,0,25.66666667,0,110.7166667,0,4.333333333,101.6666667,85.33333333,0,0.333333333,0,52,1,1,N,A,N,2987,18586,2898.72,2795.97,18057,2930,57.06,368.51,59.8,558,103,76,567,101,105,T,OHIO AREA,Y,N,199.9899902,5,5,WCMB,0,0,O,6,S,A,2,M,9,,C,A,0,U,U,U,U,U,U,Y,158,1000094
820.5,59.99,0,1.5,0,0,0,0,26.5,0,1.666666667,0,11,0,33.33333333,0,158.3333333,0,34.66666667,0,113.3333333,0,6.666666667,6.666666667,4.303333333,11.66666667,0,483.2533333,0,138.9833333,17.66666667,15.74333333,1.666666667,4.533333333,100.3333333,0,408.0966667,0,46.66666667,0,214.14,0,12.66666667,158.3333333,113.3333333,0,4,0,56,1,1,N,A,N,12808,43342,4414.7,4331.1,43025,12704,78.75,782.27,230.98,812,157,50,847,177,50,T,TENNESSEE AREA,Y,N,149.9899902,3,3,WCMB,1,0,O,9,M,M,3,M,7,1,C,A,1,S,U,U,U,Y,Y,Y,451,1000095
33.75,15,0,30.5,7.625,7.625,0,0,19.25,4,0,0,0.333333333,0,0.666666667,0,23,0,0,0,22,0,0.333333333,0.333333333,0.293333333,0,0,10.12666667,0,0,15.66666667,1.823333333,0,0,18.33333333,0,9.076666667,0,3.666666667,0,1.05,0,0.333333333,23,22,0,0,0,52,1,1,Y,A,N,554,787,990.88,973.88,784,551,19.1,15.37,10.8,27,21,22,22,16,20,S,DALLAS AREA,N,N,29.98999023,1,1,NA,1,0,O,14,S,M,3,M,6,1,C,A,0,F,U,U,U,U,U,Y,1583,1000096
148.5,29.99,0,0,0,0,0,0,20.5,0,6,0,1.333333333,0,11,0,83,0,9.666666667,0,65,0,0.666666667,1.666666667,1.046666667,7,1,82.13333333,0,7.2,6,4.66,0,0,65.66666667,0,84.23,0,7,0,5.103333333,0,7.333333333,83,65,0,0,0,54,1,1,Y,C,N,2144,4951,1536.65,1508.79,4946,2139,28.47,93.32,40.36,142,77,30,152,79,30,,NORTHWEST/ROCKY MOUNTAIN AREA,Y,N,129.9899902,4,4,WCMB,1,0,O,2,,B,1,M,1,1,C,,0,J,U,U,U,U,U,N,527,1000097
1216.25,75,2.7225,0,0,0,0,0,-244.25,17.085,10.33333333,0,13.66666667,0,88,0,525.3333333,0,101.6666667,0,415,0,0,0,0,34.66666667,0,671.3033333,0,256.5766667,27.66666667,51.51666667,4.666666667,12.63333333,385,0,698.95,0,130,0,228.93,0,24,525.3333333,415,0.333333333,5.333333333,1,52,2,1,N,A,N,26723,58683.05,4316.34,4220.44,58619.05,26685,82.75,1149.39,523.24,1298,595,88,1259,592,85,S,CENTRAL/SOUTH TEXAS AREA,Y,N,59.98999023,5,2,WCMB,1,1,O,1,S,M,2,M,6,,C,A,0,N,U,U,U,U,U,Y,807,1000098
1376,84.99,0.7425,38,15.2,15.2,0,7.6625,355,52.8975,5.666666667,0,7.333333333,0,52.66666667,0.666666667,338,0.666666667,63.66666667,0,274,0,3,4,2.35,28.33333333,0,812.46,0,188.09,30,47.93666667,5.333333333,42.09333333,211.3333333,0,563.58,0,124.6666667,0,436.97,0,13,338.6666667,274,0,2.333333333,0,56,2,1,N,A,N,13174,39348,4984.62,4870.35,38608,12942,90.19,714.96,239.67,1258,333,86,1500,427,137,S,CENTRAL/SOUTH TEXAS AREA,Y,N,79.98999023,2,2,WCMB,0,0,O,4,S,M,1,M,4,2,C,A,0,N,U,U,U,Y,Y,Y,652,1000099
537.5,75,0.495,0,0,0,0,0,58.5,-0.6075,6,0,3.333333333,0,13.33333333,0,117.3333333,0,39.66666667,0,97.33333333,0,0,0,0,14,0,190.4066667,0,99.72,31.33333333,35.34333333,7,16.44,113.3333333,0,252.8066667,0,21,0,37.32,0,9.333333333,117.3333333,97.33333333,0,3.666666667,0,54,3,2,Y,A,N,13749,46945.17,4413.79,4308.26,46806.17,13693,81.29,883.14,258.36,518,185,72,604,204,79,R,CENTRAL/SOUTH TEXAS AREA,Y,N,149.9899902,4,3,WCMB,1,1,O,4,S,M,2,M,7,1,I,A,0,O,U,U,U,Y,Y,Y,161,1000100
2347,59.99,0,483.5,193.4,193.4,0,0.585,109,-11.585,8.333333333,0,0.666666667,0,6,0,123.3333333,0,57.66666667,0,108.3333333,0,0.333333333,8.333333333,8.273333333,27.66666667,0,1496.596667,0,570.74,32,45.25666667,7,16.77666667,97.66666667,0,485.75,0,58.33333333,0,1541.586667,0,9,123.3333333,108.3333333,0,0,1,56,1,1,N,C,N,2592,14390.01667,2903,2882.44,14371.02,2576,53.38,266.13,47.7,2311,160,248,1534,146,159,U,NEW YORK CITY AREA,Y,N,199.9899902,2,2,WCMB,0,0,,,,U,,,,,,,0,Z,U,U,U,U,U,N,460,1000101
1649.75,83,1.7325,51.5,14.6475,1.875,12.7725,0,-176.75,17.9175,3.666666667,0.333333333,5.333333333,0,23,0.333333333,380.3333333,23.66666667,120.3333333,0,350.6666667,23,0,0,0,36,0,650.48,24.78333333,362.5233333,90,53.19,34,113.0133333,412,20.33333333,904.0166667,22.91,56.66666667,2.666666667,108.9866667,1.873333333,9.333333333,404,373.6666667,0,21.33333333,0,50,6,4,N,A,N,25904,73379.10333,4753.44,4667.67,73368.1,25898,95.26,1497.31,528.53,1709,687,108,1563,626,99,C,CENTRAL/SOUTH TEXAS AREA,Y,R,79.98999023,4,4,WCMB,0,0,O,3,S,S,2,M,4,1,C,A,0,U,U,U,U,U,U,Y,306,1000102
951.5,50,0,161,40.25,40.25,0,0,308.5,51.25,11.66666667,0,1.333333333,0,47.33333333,0,181,0,302.3333333,0,128,0,0,0,0,150.6666667,0,145.6833333,0,464.25,8.333333333,10.64666667,7.333333333,7.823333333,300,0,481.98,0,95,0,127.9566667,0,13,181,128,0,10.33333333,1,54,1,1,Y,I,N,11950,18363,2378.78,2367.78,18363,11950,44.68,346.47,225.47,849,538,73,763,497,64,U,NORTHWEST/ROCKY MOUNTAIN AREA,N,N,29.98999023,2,1,NA,,,,,,,,,,,,,,,,,,,,,1475,1000103
1020,58,0.99,162.5,16.25,16.25,0,0,110,-50.82,1,0,4.333333333,0,25,0.333333333,272.6666667,0.333333333,107,0,242.6666667,0,0,0,0,47.66666667,0,490.9133333,0,240.3933333,50.33333333,45.97666667,31,69.94666667,239.3333333,0,475.14,0,110,0,256.1666667,0,5.333333333,273,242.6666667,0,15,1,54,1,1,N,A,N,18841,41961,3525.73,3431.43,41590,18674,65.99,799.81,359.12,983,423,71,1063,479,85,C,CENTRAL/SOUTH TEXAS AREA,Y,N,199.9899902,7,7,WCMB,0,0,,2,M,B,1,M,6,,A,I,0,N,U,U,U,U,U,N,163,1000104
69.5,50.4775,0,0,0,0,0,0.39,-13.5,16.4325,0.666666667,0,0,0,7.333333333,0,43.66666667,0,2.666666667,0,36,0,0,0,0,1.666666667,0,51.17333333,0,1.143333333,11.33333333,4.96,0.666666667,0.65,26,0,35.42,0,11.33333333,0,16.9,0,0.666666667,43.66666667,36,0,0,0,52,2,2,Y,A,N,1663,3441,1803.27,1761.18,3301,1611,35.22,66.02,32.22,74,37,40,63,29,41,U,NEW YORK CITY AREA,Y,N,199.9899902,4,4,WCMB,0,0,R,2,M,S,2,M,6,,C,N,0,Z,Y,Y,U,U,U,Y,11,1000105
161,88.5425,0,0,0,0,0,0,78,34.0025,0.666666667,0,0.666666667,0,1.333333333,0,43.33333333,0,20,0,41,0,0,0,0,8.666666667,0,54.34666667,0,31.62,14,14.33333333,0,0,38,0,65.78333333,0,22.66666667,0,20.18333333,0,1.333333333,43.33333333,41,0,0,0,56,4,4,N,A,N,7025,16386,4102.69,3996.24,16157,6966,76.85,310.71,133.96,135,79,84,221,107,80,T,DALLAS AREA,N,N,29.98999023,2,2,WC,0,0,,,,U,,,,,,,0,N,U,U,U,U,U,N,1116,1000106
1151.25,94.99,0.2475,21.5,5.375,5.375,0,0,224.75,-5.6225,3,0,0.333333333,0,20.66666667,0,99,0,49.66666667,0,75.33333333,0,1.333333333,16.66666667,16.25333333,11.66666667,0,409.0933333,0,476.0466667,19.33333333,26.38666667,15,100.9966667,70,0,340.03,0,52.33333333,0,545.1166667,0,3.333333333,99,75.33333333,0,1.666666667,1,54,4,2,N,A,N,4344,29840,3827.49,3704.18,29219,4268,71.23,561.9,82.08,1076,137,93,871,129,89,C,SOUTHWEST AREA,N,N,29.98999023,2,1,NA,0,0,,,,U,,,,,,,0,N,U,U,U,U,U,N,1599,1000107
987.5,79.99,14.6025,71.25,17.8125,17.8125,0,0,-153.5,-28.14,5,0,17.66666667,0,46.66666667,0,326.3333333,0,79.66666667,0,258,0,0.333333333,1.333333333,1.073333333,33.66666667,0.666666667,443.83,0,199.2533333,30,27.94666667,8.333333333,16.76666667,270.6666667,0,530.4033333,0,66,0,112.68,0,22.66666667,326.3333333,258,0,5.666666667,1,50,1,1,N,AA,N,11021,21669.11333,3340.74,3247.19,21481.11,10885,67.65,447.52,226.77,1039,370,112,998,397,110,U,HOUSTON AREA,N,N,79.98999023,2,2,WC,0,0,O,12,,A,4,M,4,1,I,,0,F,U,U,U,U,U,Y,693,1000108
2337.5,78,0,370,37,37,0,1.92,-365.5,-95.445,13.66666667,0,12,0,48,0,261.3333333,0,196.6666667,0,195.3333333,0,0,0,0,61.33333333,0,934.2933333,0,609.7233333,32,74.15666667,48.66666667,154.9733333,286.3333333,0,1001.653333,0,98,0,542.36,0,25.66666667,261.3333333,195.3333333,0,8.333333333,0,54,1,1,N,C,N,18036,50507.02,6453.46,6349.43,50422.02,18002,126.99,1008.44,360.04,2459,635,258,2618,645,328,S,CENTRAL/SOUTH TEXAS AREA,Y,N,199.9899902,5,4,WCMB,0,0,,,,U,,,,,,,0,H,U,U,U,U,U,N,240,1000109
1655.75,75,1.485,25.5,2.55,2.55,0,0,-51.75,-7.295,11.33333333,0,9.666666667,0,129.3333333,0,624,0,109.6666667,0,475.3333333,0,9.333333333,9.666666667,4.636666667,49.33333333,0,875.54,0,197.89,42.66666667,39.85,0.333333333,0.343333333,517,0,967.6266667,0,66.33333333,0,105.8,0,21,624,475.3333333,0,5,1,52,1,1,N,D,N,30811,67742.45,4811.88,4660.8,66573.45,30278,93.22,1331.47,605.56,1673,750,97,1724,782,99,R,DALLAS AREA,N,N,79.98999023,11,5,WC,1,0,O,15,S,M,3,M,9,1,C,A,0,J,U,U,U,Y,Y,Y,314,1000110
784,79.99,0.2475,0,0,0,0,17.7575,-30,18.435,1.666666667,0,2.333333333,0,18,0,94.66666667,0,163.3333333,0,74,0,0,0,0,56.66666667,0,89.23333333,0,479.1233333,16.33333333,2.273333333,2.666666667,2.93,197.3333333,0,486.4033333,0,38.66666667,0,81.94666667,0,4,94.66666667,74,0,1.333333333,0,54,2,2,Y,A,N,92076,155186,7997.44,7628.44,155186,92076,146.7,2984.35,1770.69,794,368,100,1018,525,107,S,DALLAS AREA,Y,R,39.98999023,24,5,WCMB,0,0,O,10,S,M,4,M,6,,B,A,0,U,U,U,U,Y,Y,Y,452,1000111
294.5,32.705,0.2475,3.75,1.5,1.5,0,0,77.5,3.9,2,0,2.666666667,0,54.66666667,0,136.3333333,0,53.66666667,0,77.66666667,0,1.333333333,3.333333333,2.233333333,24.66666667,0,120.1133333,0,87.56333333,5,1.786666667,0.333333333,0.076666667,86.33333333,0,147.76,0,43.33333333,0,59.91666667,0,4.666666667,136.3333333,77.66666667,0,0.333333333,1,52,1,1,Y,G,N,6417,13275.05333,1347.22,1319.32,13126.05,6327,32.98,328.15,158.18,269,150,34,278,154,36,T,HOUSTON AREA,N,N,29.98999023,2,2,WC,0,0,O,1,S,U,2,M,5,1,C,A,0,H,U,U,U,U,U,Y,765,1000112
24.75,29.99,0,0,0,0,0,0,-24.75,-0.27,0,0,0,0,0.666666667,0,2.333333333,0,0.666666667,0,1.666666667,0,0,0,0,0.333333333,0,5.026666667,0,1.64,0,0,0,0,0.333333333,0,1.416666667,0,2,0,5.25,0,0,2.333333333,1.666666667,0,0,0,50,1,1,N,A,N,931,3118,1284.5,1244.51,3100,923,32.75,81.58,24.29,33,6,31,24,4,31,S,TENNESSEE AREA,N,N,29.98999023,1,1,NA,0,0,O,9,S,S,3,M,6,3,I,A,0,N,U,U,U,U,U,Y,1515,1000113
1229,69.99,1.485,102.75,20.55,20.55,0,0,-254,-18.48,8.333333333,0,0.666666667,0,23.66666667,0,271.6666667,0,291.3333333,0,242,0,0,0,0,140,0.333333333,304.9866667,0,516.5666667,100.6666667,104.9666667,15.66666667,18.12333333,408.3333333,0,698.0033333,0,73.66666667,0,123.55,0,9,271.6666667,242,0,10.66666667,1,50,3,3,N,A,N,21647,38143.03333,3585.21,3530.13,38013.03,21573,73.54,791.94,449.44,1314,720,97,1202,670,91,S,SOUTHWEST AREA,Y,R,99.98999023,5,4,WCMB,1,0,O,4,S,M,2,M,8,1,C,A,0,G,U,U,U,Y,U,Y,263,1000114
1807.25,85,1.98,102,10.2,10.2,0,1.0025,-373.25,-16.3925,4.333333333,0,19,0,69.66666667,0,447.3333333,0,236,0,355.6666667,0,0,0,0,96,0,726.82,0,658.3366667,37,38,48.33333333,146.1566667,517.6666667,0,1234.67,0,72.66666667,0,150.49,0,23.33333333,447.3333333,355.6666667,0,6,0,52,2,1,N,A,N,39755,95177.01667,5793.13,5727.57,94228.02,39292,114.55,1884.56,785.84,1932,799,119,1924,794,119,S,CENTRAL/SOUTH TEXAS AREA,Y,R,79.98999023,9,4,WCMB,1,0,O,8,S,M,1,M,7,1,C,A,0,N,U,U,U,U,U,Y,387,1000115
368,44.99,1.98,39,13.65,13.65,0,0.8425,-174,-13.7125,4.333333333,0,1.333333333,0,26.66666667,0,105.3333333,0,22.33333333,0,75,0,0,0,0,3.666666667,0,154.93,0,81.86,26.33333333,25.83,1.666666667,13.53,69,0,178.8566667,0,26.33333333,0,57.93333333,0,5.666666667,105.3333333,75,0,2.333333333,1,56,1,1,N,A,N,3361,10712,1960.56,1936.69,10687,3345,44.02,242.89,76.02,426,142,56,484,147,69,,DALLAS AREA,Y,N,29.98999023,3,2,NA,0,0,O,,,M,1,M,6,,C,,1,N,U,U,U,U,U,Y,701,1000116
291.25,44.99,0.495,0.25,0.0975,0,0.0975,0,-18.25,0.3975,4.666666667,0,5,0,42,0,118,0.333333333,47.33333333,0,67.66666667,0.333333333,0,0,0,30.33333333,0,136.1533333,0.05,76.33,5,3.693333333,2.333333333,6.263333333,46.33333333,0,82.57333333,0,63.33333333,0.333333333,129.91,0.05,9.666666667,118.3333333,68,0,1.666666667,0,52,1,1,Y,B,Y,878,2607,405.83,281.45,1848,696,31.27,205.33,77.33,297,101,35,196,77,38,S,CHICAGO AREA,Y,N,149.9899902,3,2,WCMB,0,0,O,15,M,U,3,M,5,1,,J,0,N,U,U,U,U,U,N,135,1000117
1697.25,75,24.0075,92.75,9.6375,9.15,0.4875,9.575,-167.25,-19.22,12.66666667,0,10.66666667,0,56.33333333,0,597.6666667,0,94.33333333,0,521.6666667,0,0,0,0,36.33333333,0,726.6466667,0,187.77,204.3333333,180.0466667,26.66666667,53.06,553.6666667,0,846.5833333,0,58.66666667,0,67.83,0,23.33333333,597.6666667,521.6666667,0,12.33333333,0,54,3,3,Y,B,N,35934,75351.91667,6165.85,6067.2,74863.92,35701,121.34,1497.28,714.02,1753,839,132,1606,754,126,T,DALLAS AREA,Y,N,199.9899902,11,6,WCMB,1,0,O,2,M,M,3,M,2,,,B,0,N,U,U,U,U,U,Y,133,1000118
1171.5,83,0.99,0,0,0,0,8.6525,183.5,-27.8125,4.666666667,0,10.33333333,0,39,0,269,0,261.3333333,0,216.6666667,0,0.333333333,0.333333333,0.193333333,147,0,242.1033333,0,353.5266667,91.66666667,94.90666667,86.66666667,103.68,442,0,555.7833333,0,32.33333333,0,39.84666667,0,15,269,216.6666667,0,11,0,54,1,1,Y,A,N,33075,54202.03,5419.91,5278,53866.03,32864,101.5,1035.89,632,1110,677,124,1327,833,107,R,CENTRAL/SOUTH TEXAS AREA,Y,R,9.989997864,4,4,NA,1,1,O,7,S,M,4,M,7,2,C,A,0,H,U,U,Y,Y,U,Y,773,1000119
8,16.99,0,4.25,1.105,1.105,0,0,-8,-1.26,0,0,0,0,0.666666667,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,1,50,1,1,Y,A,N,239,765,1026.04,986.36,763,237,20.99,16.23,5.04,11,1,19,6,1,18,C,NORTHWEST/ROCKY MOUNTAIN AREA,Y,N,149.9899902,2,2,WCMB,0,0,O,7,S,S,3,M,1,1,C,C,0,S,U,U,U,U,U,Y,206,1000120
225,29.99,0.2475,0,0,0,0,0,74,-2.51,0,0,0,0,0,0,17,0,14,0,17,0,0,0,0,5.333333333,0,60.57666667,0,156.56,3,19.53666667,0,0,13.66666667,0,68.67666667,0,17.33333333,0,148.46,0,0,17,17,0,0,0,54,1,1,Y,C,N,1660,9703,2501.99,2465.46,9682,1652,58.7,230.52,39.33,200,42,35,172,29,33,U,NEW YORK CITY AREA,N,N,29.98999023,1,1,NA,0,0,O,9,,S,1,M,3,,C,,0,U,U,U,U,U,U,Y,1619,1000121
1356.5,74.99,1.485,5.25,2.1,2.1,0,0,-44.5,-2.595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2,1,N,A,N,40188,99927.12,5721,5471.75,98201.12,39440,101.33,1818.54,730.37,1371,453,79,1591,560,104,S,MIDWEST AREA,Y,N,199.9899902,15,6,WCMB,1,0,O,13,S,M,3,M,9,1,,A,0,N,U,U,U,Y,U,Y,168,1000122
1579.75,76.99,1.7325,227.25,56.8125,56.8125,0,0,-337.75,-57.53,2.666666667,0,3,0,20,0,199.6666667,0,95.66666667,1.666666667,175,0,0.333333333,2.666666667,2.49,33,0,484.4433333,0,650.5133333,56.66666667,39.10333333,24.66666667,291.24,219.6666667,0,948.8033333,0,48.33333333,0,186.1533333,0,5.666666667,199.6666667,175,0,4,1,50,1,1,Y,A,N,22095,70407.48,7152.21,6855.4,69909.48,21874,142.82,1456.45,455.71,1692,418,158,1372,366,123,U,HOUSTON AREA,Y,N,149.9899902,7,7,WCMB,0,0,,,,U,,,,,,,0,F,U,U,U,U,U,N,336,1000123
2255.75,82.99,3.2175,666.5,66.65,66.65,0,0.585,-2238.75,-76.5275,11,0,13.33333333,0,82.66666667,0,475,0,321.3333333,0,372.6666667,0,0,0,0,175.6666667,0,948.69,0,753.2366667,119.6666667,202.43,97.66666667,265.7533333,449.6666667,0,1056.136667,0,239.6666667,0,645.7933333,0,24.33333333,475,372.6666667,0,64,1,54,2,2,Y,B,N,46979,121258.25,6769.75,6597.53,120228.25,46638,129.36,2357.42,914.47,3002,1065,185,3149,1141,182,C,CENTRAL/SOUTH TEXAS AREA,Y,N,199.9899902,12,10,WCMB,1,0,O,3,S,S,2,M,3,1,C,A,0,H,U,U,U,U,U,Y,318,1000124
