gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,CLTV,City,Zip Code,Lat Long,Latitude,Longitude,Age,Under 30,Married,Referred a Friend,Number of Referrals,Offer,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Streaming Music,Premium Tech Support,Unlimited Data,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score
Female,0,No,No,49,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),67.4,3306.85,No,5075,Bakersfield,93304,"35.339796, -119.023552",35.339796,-119.023552,37,No,No,No,0,None,20.45,23,No,Yes,Yes,0,0,1002.05,4308.9,3
Male,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.7,168.9,No,5498,Bakersfield,93305,"35.391733, -118.984109",35.391733,-118.984109,28,Yes,No,No,0,Offer E,22.15,0,No,No,No,0,0,177.2,346.1,4
Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.35,253.8,No,4203,Bakersfield,93306,"35.449881, -118.841442",35.449881,-118.841442,60,No,No,No,0,Offer E,49.63,26,Yes,No,Yes,0,0,148.89,402.69,5
Male,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,197.4,No,4406,Bakersfield,93307,"35.280113, -118.962329",35.280113,-118.962329,53,No,Yes,Yes,9,Offer E,2.68,0,No,No,No,0,0,24.12,221.52,3
Male,0,Yes,Yes,67,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),54.2,3838.2,No,6005,Bakersfield,93308,"35.559617, -118.925185",35.559617,-118.925185,42,No,Yes,Yes,1,Offer A,10.9,26,No,No,No,0,10,730.3,4578.5,4
Male,0,No,No,46,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),45.2,2065.15,No,3150,Bakersfield,93309,"35.342891, -119.064803",35.342891,-119.064803,36,No,No,No,0,Offer B,24.13,16,No,No,Yes,0,0,1109.98,3175.13,5
Female,0,Yes,No,67,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,75.1,5064.45,No,4931,Bakersfield,93311,"35.16207, -119.194488",35.16207,-119.194488,23,Yes,Yes,Yes,10,Offer A,4.71,58,Yes,No,Yes,0,0,315.57,5380.02,4
Female,0,Yes,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.7,1140.05,No,4888,Bakersfield,93312,"35.392599, -119.245341",35.392599,-119.245341,54,No,Yes,Yes,8,Offer B,3.28,0,No,No,No,0,0,180.4,1320.45,3
Male,0,Yes,No,33,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),72.75,2447.45,No,4959,Bakersfield,93313,"35.140938, -119.051348",35.140938,-119.051348,54,No,Yes,Yes,1,None,19.11,21,No,No,Yes,0,0,630.63,3078.08,3
Male,0,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.05,1263.9,No,6444,San Luis Obispo,93401,"35.233745, -120.626442",35.233745,-120.626442,64,No,Yes,Yes,5,Offer B,20.96,0,No,No,No,0,0,1299.52,2563.42,5
Male,0,Yes,Yes,49,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,39.2,1838.15,No,4810,San Luis Obispo,93405,"35.236549, -120.727344",35.236549,-120.727344,24,Yes,Yes,Yes,8,Offer B,0,47,Yes,No,Yes,0,0,0,1838.15,4
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.75,44.75,No,5479,Arroyo Grande,93420,"35.176236, -120.483243",35.176236,-120.483243,37,No,No,No,0,Offer E,18.57,26,No,No,No,0,10,18.57,73.32,4
Male,0,Yes,No,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,82.65,1185,No,4965,Atascadero,93422,"35.453912, -120.69461",35.453912,-120.69461,37,No,Yes,Yes,8,Offer D,45.57,10,No,No,Yes,0,0,637.98,1822.98,5
Male,1,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),93.9,1743.9,No,3728,Avila Beach,93424,"35.186644, -120.728305",35.186644,-120.728305,75,No,No,No,0,Offer D,1.92,25,No,Yes,Yes,0,0,34.56,1778.46,4
Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),117.15,8529.5,No,4743,Cambria,93428,"35.591387, -121.032256",35.591387,-121.032256,43,No,Yes,Yes,1,Offer A,24.89,5,Yes,Yes,Yes,0,0,1792.08,10321.58,3
Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),99.25,6549.45,No,5213,Casmalia,93429,"34.866032, -120.536546",34.866032,-120.536546,38,No,No,No,0,Offer B,36.54,14,Yes,Yes,Yes,0,0,2338.56,8888.01,4
Male,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.55,7806.5,No,5532,Cayucos,93430,"35.511833, -120.918713",35.511833,-120.918713,29,Yes,Yes,Yes,9,Offer A,3.41,41,Yes,Yes,Yes,0,0,235.29,8041.79,4
Female,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.7,25.7,No,5249,Creston,93432,"35.480896, -120.469476",35.480896,-120.469476,30,No,No,No,0,Offer E,43.84,0,No,No,No,0,0,43.84,69.54,3
Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),90.3,6287.3,No,6291,Grover Beach,93433,"35.120833, -120.61843",35.120833,-120.61843,48,No,Yes,Yes,1,Offer A,15.71,57,Yes,Yes,No,0,100,1115.41,7502.71,3
Female,0,Yes,Yes,66,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),49.4,3251.85,No,5232,Guadalupe,93434,"34.936, -120.594655",34.936,-120.594655,34,No,Yes,Yes,1,Offer A,48.11,27,No,Yes,Yes,0,0,3175.26,6427.11,3
Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.4,50.6,No,3954,Lompoc,93436,"34.601055, -120.382917",34.601055,-120.382917,32,No,No,No,0,Offer E,15.16,0,No,No,No,0,0,30.32,80.92,5
Female,1,Yes,No,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.7,7904.25,No,5011,Lompoc,93437,"34.757477, -120.550507",34.757477,-120.550507,67,No,Yes,Yes,1,Offer A,9.96,14,Yes,Yes,Yes,0,0,707.16,8611.41,3
Male,0,No,No,11,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,61.25,729.95,No,2738,Los Alamos,93440,"34.758699, -120.275839",34.758699,-120.275839,29,Yes,No,No,0,Offer D,27.84,59,No,No,Yes,0,0,306.24,1036.19,3
Male,0,No,Yes,47,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,55.3,2654.05,No,5491,Los Olivos,93441,"34.70434, -120.02609",34.70434,-120.02609,52,No,No,No,0,Offer B,25.25,17,No,No,Yes,0,0,1186.75,3840.8,3
Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.75,5969.95,No,6237,Oceano,93445,"35.059695, -120.604741",35.059695,-120.604741,57,No,Yes,Yes,1,Offer B,2.83,19,Yes,Yes,Yes,0,0,169.8,6139.75,4
Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.5,226.8,No,5825,Paso Robles,93446,"35.634222, -120.728341",35.634222,-120.728341,22,Yes,No,No,0,Offer D,33.48,0,No,No,No,0,0,368.28,595.08,4
Female,0,No,No,29,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),39.5,1082.75,No,5103,Pismo Beach,93449,"35.165668, -120.655842",35.165668,-120.655842,47,No,No,No,0,None,0,28,No,Yes,Yes,0,0,0,1082.75,3
Male,0,Yes,Yes,21,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,26.05,565.75,No,4302,San Ardo,93450,"35.996008, -120.85305",35.996008,-120.85305,23,Yes,Yes,Yes,1,Offer D,0,59,No,No,Yes,0,0,0,565.75,5
Male,1,Yes,No,48,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),91.05,4370.75,No,3594,San Miguel,93451,"35.886767, -120.608661",35.886767,-120.608661,65,No,Yes,Yes,1,None,25.19,22,Yes,No,Yes,0,0,1209.12,5579.87,4
Female,0,No,Yes,3,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,29.65,90.05,No,5880,San Simeon,93452,"35.746484, -121.223355",35.746484,-121.223355,44,No,No,No,0,None,0,53,No,No,Yes,0,0,0,90.05,3
Female,0,Yes,Yes,43,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,50.2,2169.4,No,5284,Santa Margarita,93453,"35.303926, -120.256567",35.303926,-120.256567,41,No,Yes,Yes,1,Offer B,14.64,19,No,No,Yes,0,0,629.52,2798.92,4
Male,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,105.3,550.6,No,4024,Santa Maria,93454,"34.943523, -120.256729",34.943523,-120.256729,34,No,No,No,0,Offer E,44.65,30,Yes,No,Yes,0,0,223.25,773.85,3
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.45,55.45,No,5286,Santa Maria,93455,"34.818227, -120.418784",34.818227,-120.418784,63,No,No,No,0,Offer E,6.43,27,Yes,No,No,0,10,6.43,71.88,4
Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,85.45,6300.85,No,5280,Santa Maria,93458,"34.95934, -120.490081",34.95934,-120.490081,57,No,Yes,No,0,Offer A,23.41,53,Yes,Yes,Yes,0,0,1662.11,7962.96,4
Female,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.8,160.05,No,5698,Santa Ynez,93460,"34.630356, -120.032564",34.630356,-120.032564,20,Yes,Yes,Yes,1,Offer E,28.37,0,No,No,No,0,0,226.96,387.01,4
Male,0,No,No,8,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,59.25,436.6,No,3003,Shandon,93461,"35.634488, -120.293534",35.634488,-120.293534,38,No,No,No,0,Offer E,48.2,22,No,No,Yes,0,0,385.6,822.2,3
Male,0,No,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.7,1781.35,No,2927,Solvang,93463,"34.624399, -120.137875",34.624399,-120.137875,38,No,No,No,0,Offer D,25.41,27,No,No,Yes,0,0,508.2,2289.55,4
Male,0,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),79.05,5552.5,No,5466,Mojave,93501,"35.097323, -118.171288",35.097323,-118.171288,44,No,No,No,0,Offer A,41.34,10,No,No,Yes,0,0,2935.14,8487.64,4
Female,1,Yes,No,31,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,90.7,2835.5,No,2364,California City,93505,"35.151491, -117.927597",35.151491,-117.927597,67,No,Yes,Yes,1,None,44.26,22,No,No,Yes,0,0,1372.06,4207.56,3
Female,1,Yes,No,38,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Credit card (automatic),95,3591.25,No,5148,Acton,93510,"34.501452, -118.207862",34.501452,-118.207862,74,No,Yes,Yes,1,None,49.82,27,Yes,No,No,0,70,1893.16,5554.41,4
Female,0,Yes,Yes,2,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,30.25,63.75,No,4387,Big Pine,93513,"37.245505, -118.062943",37.245505,-118.062943,31,No,Yes,Yes,6,Offer E,0,20,No,No,Yes,0,0,0,63.75,3
Female,0,Yes,No,12,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),49.85,617.15,No,2873,Bishop,93514,"37.04584, -118.397236",37.04584,-118.397236,24,Yes,Yes,Yes,10,Offer D,0,82,Yes,No,Yes,0,0,0,617.15,3
Female,0,No,Yes,9,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),93,870.25,No,2267,Boron,93516,"34.95703, -117.73045",34.95703,-117.73045,46,No,No,No,0,None,42.1,16,Yes,Yes,Yes,0,0,378.9,1249.15,3
Male,1,No,Yes,11,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,54.55,601.25,No,4143,Bridgeport,93517,"38.184583, -119.286558",38.184583,-119.286558,72,No,No,No,0,None,11.86,23,No,Yes,Yes,0,0,130.46,731.71,4
Male,0,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,111.65,No,2276,Caliente,93518,"35.358953, -118.527064",35.358953,-118.527064,46,No,No,No,0,None,27.78,0,No,No,No,0,0,166.68,278.33,3
Female,0,Yes,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),84.8,6046.1,No,5643,Darwin,93522,"36.319181, -117.593053",36.319181,-117.593053,50,No,Yes,Yes,2,None,23.06,6,Yes,Yes,Yes,0,0,1637.26,7683.36,3
Female,0,Yes,Yes,42,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),94.45,3923.8,No,5643,Edwards,93523,"34.966777, -117.961179",34.966777,-117.961179,21,Yes,Yes,Yes,5,Offer B,6.37,69,No,No,No,0,140,267.54,4331.34,3
Female,0,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.85,892.15,No,2844,June Lake,93529,"37.730269, -119.055813",37.730269,-119.055813,24,Yes,Yes,Yes,2,Offer B,40.19,0,No,No,No,0,0,1808.55,2700.7,4
Male,0,Yes,Yes,28,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),60,1682.05,No,2797,Keeler,93530,"36.560498, -117.962461",36.560498,-117.962461,58,No,Yes,Yes,8,None,0,52,Yes,Yes,Yes,0,0,0,1682.05,5
Female,0,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,80.45,3398.9,No,5357,Keene,93531,"35.214982, -118.59049",35.214982,-118.59049,41,No,Yes,Yes,7,Offer B,41.83,15,No,No,Yes,0,0,1798.69,5197.59,4
Male,0,No,Yes,60,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,84.95,4984.85,No,4104,Lake Hughes,93532,"34.659579, -118.584212",34.659579,-118.584212,28,Yes,No,No,0,Offer B,49.96,85,Yes,Yes,Yes,0,0,2997.6,7982.45,3
Male,0,Yes,Yes,7,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),49.65,305.55,No,2750,Lancaster,93535,"34.712708, -117.889656",34.712708,-117.889656,46,No,Yes,Yes,4,None,0,28,Yes,Yes,Yes,0,0,0,305.55,3
Female,0,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.2,507.9,No,4129,Lancaster,93536,"34.741406, -118.38111",34.741406,-118.38111,21,Yes,Yes,Yes,2,None,10.49,0,No,No,No,0,0,262.25,770.15,3
Male,0,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),100.5,2673.45,No,5939,Littlerock,93543,"34.505273, -117.955054",34.505273,-117.955054,23,Yes,No,No,0,Offer C,8.86,73,Yes,No,No,0,70,239.22,2982.67,3
Male,0,No,No,10,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,35.75,389.8,No,2263,Llano,93544,"34.500091, -117.765862",34.500091,-117.765862,53,No,No,No,0,Offer D,0,22,No,Yes,Yes,0,0,0,389.8,3
Female,1,No,No,27,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),86.45,2401.05,No,5990,Lone Pine,93545,"36.590415, -118.073839",36.590415,-118.073839,77,No,No,No,0,None,2.97,4,No,No,Yes,0,0,80.19,2481.24,4
Female,0,No,No,11,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),53.8,651.55,No,5899,Mammoth Lakes,93546,"37.550074, -118.837167",37.550074,-118.837167,33,No,No,No,0,Offer D,7.42,17,No,Yes,Yes,0,0,81.62,733.17,5
Male,0,Yes,Yes,4,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),38.55,156.1,No,3824,Olancha,93549,"36.296851, -117.865469",36.296851,-117.865469,56,No,Yes,Yes,3,None,0,53,No,No,Yes,0,0,0,156.1,4
Male,0,No,No,68,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),39.9,2796.35,No,6270,Palmdale,93550,"34.536232, -118.082935",34.536232,-118.082935,19,Yes,No,No,0,None,0,58,Yes,No,Yes,0,0,0,2796.35,4
Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.05,70.05,No,2469,Palmdale,93551,"34.613476, -118.256358",34.613476,-118.256358,72,No,No,No,0,Offer E,2.97,5,No,No,Yes,0,0,2.97,73.02,3
Female,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,407.05,No,2910,Palmdale,93552,"34.557711, -118.029441",34.557711,-118.029441,38,No,No,No,0,Offer D,18.8,0,No,No,No,0,0,338.4,745.45,4
Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.3,511.25,No,5712,Randsburg,93554,"35.405722, -117.773354",35.405722,-117.773354,57,No,No,No,0,Offer C,13.34,0,No,No,No,0,0,346.84,858.09,5
Female,0,Yes,No,17,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),35.65,646.05,No,5977,Ridgecrest,93555,"35.603913, -117.67828",35.603913,-117.67828,48,No,Yes,Yes,5,Offer D,0,23,No,No,Yes,0,0,0,646.05,3
Male,1,Yes,No,59,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),82.95,4903.15,No,5295,Trona,93562,"35.74837, -117.384948",35.74837,-117.384948,75,No,Yes,Yes,10,None,4.21,21,No,No,Yes,0,0,248.39,5151.54,4
Male,0,No,No,30,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,55.65,1653.85,No,5445,Valyermo,93563,"34.39583, -117.734568",34.39583,-117.734568,35,No,No,No,0,Offer C,47.06,24,No,No,Yes,0,0,1411.8,3065.65,3
Female,1,Yes,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25.2,1306.3,No,4015,Ahwahnee,93601,"37.375816, -119.739935",37.375816,-119.739935,79,No,Yes,No,0,None,31.43,0,No,No,No,0,0,1571.5,2877.8,3
Male,0,No,No,9,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Mailed check,50.8,463.6,No,5535,Auberry,93602,"36.991762, -119.242874",36.991762,-119.242874,61,No,No,No,0,None,0,14,Yes,Yes,Yes,0,0,0,463.6,4
Female,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,60.65,No,4943,Badger,93603,"36.64545, -118.924982",36.64545,-118.924982,44,No,Yes,Yes,1,None,30.34,0,No,No,No,0,0,91.02,151.67,4
Female,0,No,Yes,14,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),59.8,824.85,No,5962,Bass Lake,93604,"37.458367, -119.345011",37.458367,-119.345011,44,No,No,No,0,Offer D,44.14,24,No,No,Yes,0,0,617.96,1442.81,4
Female,1,No,No,31,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.55,2094.65,No,2057,Big Creek,93605,"37.17277, -119.2997",37.17277,-119.2997,72,No,No,No,0,None,47.48,8,No,No,Yes,0,0,1471.88,3566.53,3
Female,0,No,No,7,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,61.4,438.9,No,2845,Biola,93606,"36.798882, -120.019511",36.798882,-120.019511,38,No,No,No,0,None,15.84,14,No,No,Yes,0,0,110.88,549.78,3
Male,0,Yes,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.9,329.75,No,3526,Caruthers,93609,"36.5276, -119.865999",36.5276,-119.865999,61,No,Yes,Yes,8,Offer D,14.69,0,No,No,No,0,0,249.73,579.48,3
Male,0,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.45,674.55,No,4363,Chowchilla,93610,"37.100948, -120.270136",37.100948,-120.270136,22,Yes,Yes,Yes,5,Offer C,35.05,0,No,No,No,0,0,1121.6,1796.15,4
Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,81.5,162.55,No,4267,Clovis,93611,"36.917652, -119.593757",36.917652,-119.593757,66,No,No,No,0,None,24.95,22,No,No,Yes,0,0,49.9,212.45,4
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),109.55,7887.25,No,5723,Coarsegold,93614,"37.212191, -119.749323",37.212191,-119.749323,27,Yes,Yes,Yes,9,None,33.39,52,Yes,No,No,0,120,2404.08,10411.33,4
Female,0,Yes,Yes,27,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,74.4,1972.35,No,4331,Del Rey,93616,"36.657462, -119.595293",36.657462,-119.595293,56,No,Yes,Yes,6,Offer C,46.66,28,No,No,Yes,0,0,1259.82,3232.17,3
Male,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.9,490.55,No,5335,Dos Palos,93620,"37.045728, -120.630682",37.045728,-120.630682,55,No,No,No,0,Offer E,34.59,12,No,No,Yes,0,0,242.13,732.68,3
Male,0,Yes,Yes,11,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.65,683.25,No,2136,Firebaugh,93622,"36.785618, -120.625382",36.785618,-120.625382,25,Yes,Yes,Yes,7,Offer D,21.14,47,No,No,Yes,0,0,232.54,915.79,3
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.45,8058.85,No,4754,Fish Camp,93623,"37.483535, -119.679414",37.483535,-119.679414,62,No,Yes,Yes,9,None,46.63,14,Yes,Yes,Yes,0,0,3357.36,11416.21,4
Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.45,294.45,No,4093,Friant,93626,"37.027663, -119.69056",37.027663,-119.69056,65,No,No,No,0,None,4.29,7,No,No,Yes,0,0,17.16,311.61,3
Female,0,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.55,1719.15,No,4555,Helm,93627,"36.520537, -120.118055",36.520537,-120.118055,30,No,No,No,0,None,2.66,0,No,No,No,0,0,188.86,1908.01,5
Male,0,Yes,Yes,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.55,1160.45,No,3629,Kerman,93630,"36.727418, -120.123526",36.727418,-120.123526,28,Yes,Yes,Yes,3,Offer B,15.68,0,No,No,No,0,0,736.96,1897.41,4
Male,1,Yes,No,57,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,90.65,5199.8,No,5636,Kingsburg,93631,"36.478239, -119.52137",36.478239,-119.52137,66,No,Yes,Yes,10,None,46.62,4,No,No,Yes,0,0,2657.34,7857.14,4
Male,1,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),105.05,5163.3,No,5324,Lakeshore,93634,"37.290606, -119.216328",37.290606,-119.216328,77,No,Yes,Yes,1,None,40.9,8,Yes,No,Yes,0,0,2045,7208.3,4
Male,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.45,162.3,No,5624,Los Banos,93635,"36.995162, -120.955099",36.995162,-120.955099,23,Yes,No,No,0,Offer E,35.21,0,No,No,No,0,0,281.68,443.98,3
Female,0,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,883.35,No,5461,Madera,93637,"36.902954, -120.194274",36.902954,-120.194274,20,Yes,Yes,Yes,3,Offer B,13.26,0,No,No,No,0,0,636.48,1519.83,5
Female,0,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.7,1341.5,No,6072,Madera,93638,"37.004068, -119.930027",37.004068,-119.930027,30,No,No,No,0,None,10,0,No,No,No,0,0,700,2041.5,4
Male,0,No,Yes,1,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),70.45,70.45,No,2706,Mendota,93640,"36.687292, -120.437354",36.687292,-120.437354,61,No,No,No,0,None,20.1,21,Yes,Yes,Yes,0,0,20.1,90.55,3
Male,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.65,659.45,No,2512,Miramonte,93641,"36.696759, -119.024051",36.696759,-119.024051,62,No,Yes,Yes,1,Offer E,39.59,16,Yes,No,No,0,70,316.72,1046.17,4
Male,0,Yes,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.55,1205.05,No,4020,O Neals,93645,"37.140104, -119.657092",37.140104,-119.657092,37,No,Yes,Yes,4,Offer B,15.65,0,No,No,No,0,0,939,2144.05,3
