,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,TOTALAREA_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_3,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_11,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
25551,0.0,0.061696658097686374,0.3270178003713958,0.26801113134297594,0.2857142857142857,0.10105008984725966,0.4696853415195702,0.03282127327225905,0.8212004300803238,0.9325986264175052,0.0,1.0,0.0,1.0,0.0,1.0,0.2,0.5,0.5,0.6842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.8021524516652406,0.6807597394807389,0.2755690608303393,0.0639,0.0199,0.9400630914826498,0.6111111111111112,0.0079,0.0,0.1379,0.1667,0.2083,0.0861,0.050390499625548306,0.053,0.07606557377049179,0.13718269104300934,0.0651,0.0206,0.9790895447723862,0.6111111111111112,0.0079,0.0,0.1379,0.1667,0.2083,0.088,0.0514,0.0552,0.07579700715679896,0.13715989563920986,0.0645,0.0199,0.6108007448789564,0.611095776980403,0.0079,0.0,0.1379,0.1667,0.2083,0.0876,0.050373330528972554,0.0539,0.07597000326051517,0.1372069054367431,0.0646,0.0,0.0,0.0,0.0,0.6421219319081551,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.1875
25563,0.25,0.03598971722365039,0.20689180560162276,0.1868279108118322,0.2092238470191226,0.10105008984725966,0.8666391168309817,0.03230411196014692,0.7923597495414585,0.5836128413991375,0.4,1.0,0.0,1.0,0.0,0.0,0.4,0.5,0.5,0.631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.589042455488207,0.5827820838902648,0.3354523015719762,0.0412,0.0512,0.9658732434757671,0.7777777777777778,0.0248,0.0,0.069,0.1667,0.0417,0.0273,0.03594736279020006,0.0423,0.0,0.08220439300276207,0.042,0.0531,0.9880940470235118,0.7777777777777777,0.0251,0.0,0.069,0.1667,0.0417,0.0279,0.0367,0.044,0.0,0.0821220027332588,0.0416,0.0512,0.7783985102420852,0.777808446039194,0.025,0.0,0.069,0.1667,0.0417,0.0277,0.035965927016510676,0.043,0.0,0.08219531048698789,0.0468,0.0,0.0,0.0,0.0,0.6450250725785167,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125
25596,0.0,0.07455012853470437,0.05233160271033162,0.06524203799773251,0.05511811023622047,0.48455750224618144,0.8734872188440876,0.033940030396419976,0.9857061539434571,0.9474524836288133,0.12307692307692308,1.0,0.0,1.0,0.0,0.0,0.2,0.5,0.5,0.5263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.4995167887257866,0.5751483001946515,0.5965907968612753,0.0165,0.0,0.9472325781474047,0.6666666666666667,0.0077,0.0,0.069,0.0417,0.0417,0.0078,0.014336150636567884,0.009,0.0,0.025516243588057347,0.0168,0.0,0.9815907953976989,0.6666666666666667,0.0078,0.0,0.069,0.0417,0.0417,0.008,0.0147,0.0092,0.0,0.025469002360541684,0.0167,0.0,0.6573556797020488,0.666712669058791,0.0078,0.0,0.069,0.0417,0.0417,0.0079,0.01440740351246188,0.0092,0.0,0.025508889461479,0.0114,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25605,0.25,0.061696658097686374,0.11212383769599249,0.14992957020647954,0.10123734533183353,0.48455750224618144,0.40905602455871065,0.03486880989572339,0.8434001644424768,0.7693659159878614,0.07692307692307693,1.0,1.0,1.0,1.0,0.0,0.4,0.5,0.5,0.42105263157894735,0.0,0.0,0.0,0.0,0.0,0.0,0.27518304267690286,0.8786953445229617,0.139552605676699,0.1,0.0581,0.9501003728133066,0.675925925925926,0.0266,0.09523809523809525,0.0345,0.4583,0.5,0.0298,0.08366320744623944,0.0842,0.050491803278688525,0.021175851637511508,0.1019,0.0603,0.982591295647824,0.6758786848072562,0.0269,0.09528313039366357,0.0345,0.4583,0.5,0.0305,0.0854,0.0877,0.05074821080026024,0.02124487513976892,0.101,0.0581,0.6759776536312853,0.6759591498757935,0.0268,0.09523809523809525,0.0345,0.4583,0.5,0.0303,0.08360500578399412,0.0857,0.05053798500163026,0.021257407884565836,0.0697,0.14814814814814814,0.0,0.14814814814814814,0.0,0.8355766693058855,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.375
25624,0.0,0.03598971722365039,0.022953882394351897,0.07853780877452159,0.021372328458942633,0.11614162174303684,0.31330066709959264,0.035942711191792966,0.5358927329074695,0.5203641590800192,0.15384615384615385,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.5263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.6508680117547229,0.7354772089643885,0.7971493853800923,0.1515,0.0579,0.9371952968167478,0.5925925925925926,0.0173,0.0,0.2759,0.1667,0.2083,0.0851,0.12945330052423237,0.1019,0.038032786885245896,0.056819676443509146,0.1544,0.0601,0.9781890945472735,0.592545351473923,0.0175,0.0,0.2759,0.1667,0.2083,0.0871,0.1322,0.1062,0.03806115810019518,0.05677723940862219,0.153,0.0579,0.5921787709497198,0.592602815346398,0.0174,0.0,0.2759,0.1667,0.2083,0.0866,0.12945630455358081,0.1037,0.03782197587218781,0.056815253800566866,0.099,0.0,0.0,0.0,0.0,0.345737661652151,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125
25631,0.0,0.04884318766066838,0.06931968690841236,0.09482255127632529,0.05174353205849269,0.30216756513926324,0.8292697325698093,0.03258907839743319,0.670735563847954,0.4464143108129692,0.2,1.0,0.0,1.0,1.0,0.0,0.0,0.5,0.5,0.3157894736842105,0.0,1.0,1.0,0.0,1.0,1.0,0.19932377300612977,0.5282332942087673,0.5404412892953677,0.0711,0.0733,0.9558359621451105,0.7129629629629631,0.0123,0.0,0.2069,0.1667,0.2083,0.072,0.06205199529260726,0.0716,0.0,0.0,0.0725,0.076,0.9845922961480741,0.7130102040816326,0.0124,0.0,0.2069,0.1667,0.2083,0.0736,0.0634,0.0746,0.0,0.0,0.0718,0.0733,0.7132216014897583,0.7129450731438035,0.0123,0.0,0.2069,0.1667,0.2083,0.0732,0.06204648227994532,0.0729,0.0,0.0,0.063,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125
25638,0.5,0.13881748071979436,0.37950283510795524,0.3407427766516645,0.3813273340832396,0.2997108041329739,0.7674006730031289,0.03093468991429898,0.925558155714376,0.3280626098067401,0.015384615384615385,1.0,0.0,1.0,0.0,0.0,0.6,0.5,0.5,0.631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.7020829057385141,0.8745938219855449,0.8198382206059134,0.1443,0.0747,0.9942644106681962,0.9629629629629631,0.0556,0.09523809523809525,0.069,0.375,0.4167,0.038,0.12592275596448058,0.1424,0.0,0.0,0.1471,0.0775,0.9979989994997499,0.9630102040816326,0.0561,0.09528313039366357,0.069,0.375,0.4167,0.0389,0.1286,0.1484,0.0,0.0,0.1457,0.0747,0.9627560521415269,0.96301407673199,0.0559,0.09523809523809525,0.069,0.375,0.4167,0.0387,0.12588074455778736,0.145,0.0,0.0,0.1478,0.0,0.0,0.0,0.0,0.9989443124835049,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0
25670,0.25,0.03598971722365039,0.11979656718404849,0.18545367093826226,0.10011248593925759,0.42190307726864335,0.7578369443296534,0.03328302444378773,0.90500284611979,0.33269445775435236,0.27692307692307694,1.0,1.0,1.0,0.0,0.0,0.2,0.5,0.5,0.3157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.5648723393080927,0.18915604181212434,0.2710484603160682,0.1031,0.0877,0.9457986808144536,0.6481481481481483,0.0599,0.0,0.2069,0.1667,0.2083,0.1262,0.08997539317428051,0.0937,0.0,0.0,0.105,0.091,0.9810905452726363,0.6481009070294785,0.0604,0.0,0.2069,0.1667,0.2083,0.1291,0.0918,0.0976,0.0,0.0,0.1041,0.0877,0.6480446927374295,0.6482197074247861,0.0602,0.0,0.2069,0.1667,0.2083,0.1284,0.0899148175412767,0.0953,0.0,0.0,0.1064,0.0,0.0,0.0,0.0,0.6178411190287675,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0625
25685,0.25,0.03598971722365039,0.18737434932410937,0.14367677878173635,0.156355455568054,0.2997108041329739,0.6478540645846862,0.029040190821969857,0.9602808171526153,0.80705957514774,0.015384615384615385,1.0,1.0,1.0,1.0,0.0,0.4,0.5,0.5,0.47368421052631576,0.0,0.0,0.0,0.0,0.0,0.0,0.7463718397981938,0.7274061607885135,0.7263266022967604,0.0825,0.0797,0.9331803842844852,0.5648148148148149,0.108,0.0,0.1379,0.1667,0.2083,0.0885,0.07189472558040012,0.0487,0.0,0.026305405760883863,0.084,0.0828,0.976688344172086,0.564767573696145,0.109,0.0,0.1379,0.1667,0.2083,0.0905,0.0735,0.0508,0.0,0.026214436575972173,0.0833,0.0797,0.5661080074487895,0.5648633728953906,0.1087,0.0,0.1379,0.1667,0.2083,0.09,0.07193185403302135,0.0496,0.0,0.02628188611182685,0.0591,0.0,0.0,0.0,0.0,0.5294272895223014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25709,0.25,0.43444730077120824,0.4359116682799593,0.3788435771463909,0.437570303712036,0.38447607816711593,0.7732451738591416,0.023726094482205428,0.9569919676174815,0.4336367992333493,0.06153846153846154,1.0,0.0,1.0,1.0,0.0,0.4,0.5,0.5,0.7368421052631579,0.0,0.0,0.0,1.0,0.0,1.0,0.3620668911110232,0.6871182087285957,0.8562121313768193,0.0082,0.0044,0.9116719242902207,0.425925925925926,0.0011,0.0,0.0345,0.0417,0.0833,0.01,0.007168075318283942,0.0086,0.0,0.0,0.0084,0.0045,0.9691845922961481,0.4258786848072562,0.0011,0.0,0.0345,0.0417,0.0833,0.0102,0.0073,0.009,0.0,0.0,0.0083,0.0044,0.4264432029795146,0.4258901462876069,0.0011,0.0,0.0345,0.0417,0.0833,0.0102,0.007151119991586918,0.0088,0.0,0.0,0.0076,0.0,0.0,0.0,0.0,0.7120612298759568,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25758,0.25,0.17737789203084833,0.19407571870494345,0.26900745525131414,0.156355455568054,1.0,0.09244937717692898,1.0,0.28865979381443296,0.27695256348826064,0.47692307692307695,0.0,0.0,1.0,1.0,0.0,0.4,0.0,0.0,0.7368421052631579,1.0,0.0,0.0,0.0,0.0,0.0,0.7403778482725775,0.9452700719757848,0.6767606294453344,0.29,0.178,0.9371952968167478,0.5925925925925926,0.129,0.3490476190476191,0.2297,0.4721,0.5138,0.0,0.2530223601155451,0.1798,0.0,0.0,0.1029,0.0433,0.9785892946473237,0.6017573696145124,0.0184,0.09528313039366357,0.0345,0.5417,0.5833,0.0,0.09,0.055,0.0,0.0,0.102,0.0462,0.6014897579143391,0.6018492961634005,0.0355,0.09523809523809525,0.0345,0.5417,0.5833,0.0,0.08812703754337996,0.0538,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0625
25761,0.0,0.10025706940874037,0.14258573578553813,0.20266602535472567,0.14510686164229472,0.48455750224618144,0.563433496664502,0.0351458605986406,0.9967111504648662,0.534419421817601,0.015384615384615385,1.0,0.0,1.0,1.0,1.0,0.2,0.5,0.5,0.631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.8531574934148972,0.7827300109938103,0.25063525774946754,0.0464,0.0398,0.9716088328075709,0.814814814814815,0.0148,0.04761904761904762,0.0345,0.3333,0.375,0.0245,0.040440783138975075,0.0549,0.0,0.0,0.0473,0.0413,0.9900950475237619,0.814767573696145,0.0149,0.047641565196831784,0.0345,0.3333,0.375,0.025,0.0413,0.0572,0.0,0.0,0.0468,0.0398,0.8156424581005581,0.814794369307204,0.0149,0.04761904761904762,0.0345,0.3333,0.375,0.0249,0.04048795877589652,0.0558,0.0,0.0,0.0595,0.037037037037037035,0.0,0.037037037037037035,0.0,0.9205595143837424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
25765,0.75,0.13881748071979436,0.2666851687639471,0.21331638437489264,0.2688413948256468,0.11614162174303684,0.784048645138438,0.030280322539789756,0.8258174688508001,0.49608688707874143,0.23076923076923078,1.0,1.0,1.0,0.0,0.0,0.8,0.5,0.5,0.8421052631578947,0.0,0.0,0.0,0.0,0.0,0.0,0.5705863646321753,0.9019075279961264,0.9208107958467004,0.0206,0.0,0.9188414109549756,0.4722222222222223,0.0018,0.0,0.069,0.0417,0.0833,0.0241,0.008986840697550015,0.0022,0.12655737704918033,0.00565566223859003,0.021,0.0,0.9716858429214608,0.47222222222222227,0.0019,0.0,0.069,0.0417,0.0833,0.0246,0.0092,0.0023,0.1265452179570592,0.005714995651633744,0.0208,0.0,0.4729981378026069,0.4722605575489926,0.0019,0.0,0.069,0.0417,0.0833,0.0245,0.00904406351877169,0.0023,0.12650798826214543,0.005668642102550889,0.0029,0.07407407407407407,0.0,0.07407407407407407,0.0,0.5787806809184481,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125
25769,0.25,0.061696658097686374,0.2666851687639471,0.2392551619885251,0.2688413948256468,0.25023865678346807,0.8152193163705059,0.03516960780174779,0.9485168553538675,0.41782462865356973,0.13846153846153847,1.0,1.0,1.0,0.0,1.0,0.4,0.5,0.5,0.5263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.4515140120858769,0.8036578495399688,0.8129484315955103,0.1046,0.0802,0.9658732434757671,0.7777777777777778,0.014,0.07142857142857142,0.1379,0.25,0.0208,0.0483,0.08815662779501444,0.0931,0.04426229508196721,0.0531369196369854,0.0998,0.0832,0.9805902951475738,0.6388888888888888,0.0131,0.0,0.1034,0.1667,0.0,0.033,0.0826,0.0837,0.02537410540013012,0.008572493477450616,0.1057,0.0802,0.7783985102420852,0.777808446039194,0.0141,0.07142857142857142,0.1379,0.25,0.0208,0.0491,0.08812703754337996,0.0948,0.04434300619497881,0.05320793609894357,0.0794,0.037037037037037035,0.0,0.037037037037037035,0.0,0.5893375560833993,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.25,0.0625
25771,0.0,0.07455012853470437,0.09745866924793488,0.13027794001442952,0.10011248593925759,0.24602706648697212,0.7063581085069957,0.03383448727149913,0.787363228132313,0.436671458233509,0.24615384615384617,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.5789473684210527,0.0,0.0,0.0,0.0,1.0,1.0,0.6372779663083084,0.6333658427778599,0.07765681965017637,0.0825,0.0849,0.9544020648121594,0.75,0.0,0.0,0.1724,0.1667,0.2083,0.0402,0.0800256766877073,0.069,0.012786885245901639,0.021965013810338024,0.0735,0.0836,0.9820910455227614,0.75,0.0,0.0,0.1379,0.1667,0.2083,0.0,0.0817,0.0653,0.01268705270006506,0.0,0.0833,0.0849,0.703910614525139,0.7500690035881865,0.0,0.0,0.1724,0.1667,0.2083,0.0409,0.08002944578820066,0.0702,0.012716009129442452,0.021901571759855708,0.0535,0.037037037037037035,0.25,0.037037037037037035,0.0,0.35576669305885456,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875
25866,0.0,0.17737789203084833,0.24412163549514546,0.1932181262239324,0.24634420697412823,0.13149988769092544,0.8459177047051184,0.030272406805420694,0.9931693125039529,0.5570995048714263,0.12307692307692308,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5,0.6842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.5357236262406169,0.6785346466923499,0.17372382860258054,0.1162,0.0827,0.9885288213363923,0.9166666666666667,0.0404,0.18333333333333335,0.0931,0.5083,0.3033,0.0971,0.10249277843158232,0.1414,0.038032786885245896,0.010653689333157964,0.1134,0.0858,0.9949974987493747,0.907454648526077,0.0407,0.09528313039366357,0.1034,0.3333,0.0417,0.1087,0.1065,0.156,0.03806115810019518,0.014163250093179279,0.1124,0.0827,0.9534450651769097,0.907397184653602,0.0406,0.14285714285714285,0.1034,0.5833,0.375,0.1081,0.10432222105373856,0.1524,0.03782197587218781,0.014171605256377222,0.108,0.07407407407407407,0.0,0.07407407407407407,0.0,0.8751649511744524,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125
25873,0.25,0.038560411311053984,0.09833977522208158,0.17239839213934793,0.08548931383577053,0.06643081761006289,0.6970895566444301,0.028478173681766368,0.690215672632977,0.2512378214342757,0.3076923076923077,1.0,0.0,1.0,0.0,0.0,0.4,0.5,0.5,0.3684210526315789,0.0,0.0,0.0,0.0,0.0,0.0,0.46378918191941637,0.6976395733918518,0.8718648400905687,0.0825,0.065,0.9371952968167478,0.5925925925925926,0.0285,0.0,0.1379,0.1667,0.2083,0.0578,0.07189472558040012,0.0695,0.0,0.0,0.084,0.0675,0.9781890945472735,0.592545351473923,0.0287,0.0,0.1379,0.1667,0.2083,0.0591,0.0735,0.0724,0.0,0.0,0.0833,0.065,0.5921787709497198,0.592602815346398,0.0287,0.0,0.1379,0.1667,0.2083,0.0588,0.07193185403302135,0.0708,0.0,0.0,0.0591,0.0,0.0,0.0,0.0,0.5426233834784904,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3125
25899,0.25,0.16452442159383032,0.14258573578553813,0.45600714604734255,0.14510686164229472,0.23771619496855345,0.6267784402857312,0.021678557858741083,0.9545885775725761,0.3445136559655007,0.23076923076923078,1.0,0.0,1.0,0.0,0.0,0.4,1.0,1.0,0.47368421052631576,0.0,0.0,0.0,0.0,0.0,0.0,0.7497501557574758,0.5981327827956052,0.4708262747227553,0.1742,0.0812,0.9971322053340981,0.9814814814814817,0.0489,0.14285714285714285,0.1034,0.375,0.4167,0.1191,0.1519204022681074,0.1526,0.0,0.0,0.1775,0.0842,0.9989994997498749,0.9814342403628118,0.0494,0.1428064783071285,0.1034,0.375,0.4167,0.1218,0.1552,0.159,0.0,0.0,0.1759,0.0812,0.9813780260707635,0.9815070383659951,0.0492,0.14285714285714285,0.1034,0.375,0.4167,0.1211,0.151961299821222,0.1553,0.0,0.0,0.1467,0.0,0.0,0.0,0.0,0.4486671945104249,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25906,0.25,0.19023136246786632,0.25495213146417023,0.22870787095887588,0.2125984251968504,1.0,0.6721175984414665,0.035064064676826955,0.7262032762001138,0.19070436032582655,0.03076923076923077,1.0,0.0,1.0,1.0,0.0,0.4,0.0,0.0,0.5789473684210527,0.0,0.0,0.0,0.0,0.0,0.0,0.7922758283843347,0.9527331258797989,0.7550208015377348,0.1794,0.0448,0.9913966160022942,0.9444444444444445,0.072,0.2857142857142857,0.1034,0.5971,0.6388,0.0163,0.1565208088156628,0.1097,0.0,0.03419702748914902,0.1208,0.0474,0.9969984992496248,0.9444444444444444,0.052,0.19044804350396027,0.069,0.5833,0.625,0.0106,0.1056,0.074,0.0,0.01702074791899615,0.128,0.0456,0.9441340782122905,0.944383107921612,0.0523,0.1904761904761905,0.069,0.5833,0.625,0.0109,0.11063203281102114,0.0746,0.0,0.01700592630765267,0.2646,0.0,0.0,0.0,0.0,0.36605964634468197,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
25938,0.5,0.16452442159383032,0.04310763031004551,0.10382382244820834,0.03374578177727784,1.0,0.7301493594663203,0.033942668974543,0.5819366263993422,0.1958153649576745,0.0,1.0,0.0,1.0,1.0,1.0,0.6,0.0,0.0,0.42105263157894735,0.0,0.0,0.0,0.0,0.0,0.0,0.6656575269611257,0.8864700475776025,0.22605149361760407,0.1833,0.103,0.9701749354746201,0.8055555555555555,0.0972,0.3047619047619048,0.1103,0.5667,0.6083,0.0,0.1586605327912699,0.1925,0.017704918032786888,0.08325660923319742,0.1113,0.0587,0.9900950475237619,0.814767573696145,0.0562,0.19044804350396027,0.069,0.5417,0.5833,0.0,0.0955,0.119,0.01268705270006506,0.0016151074667660578,0.1332,0.0842,0.8156424581005581,0.814794369307204,0.0816,0.1904761904761905,0.069,0.5417,0.5833,0.0,0.1142075928068146,0.1422,0.012716009129442452,0.04367431074465344,0.3375,0.0,0.0,0.0,0.0,0.6653470572710478,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125
25995,0.5,0.15167095115681234,0.210276335591943,0.2533067646957777,0.2125984251968504,0.43919867475292,0.6797921955251195,0.03300861231899354,0.8508633230029726,0.6219453761379972,0.03076923076923077,1.0,1.0,1.0,1.0,0.0,0.6,0.0,0.0,0.3684210526315789,0.0,0.0,0.0,1.0,1.0,0.0,0.4292348321029169,0.9762264244507571,0.11058761094580216,0.1309,0.1082,0.9928305133352453,0.9537037037037036,0.0496,0.1904761904761905,0.1379,0.2917,0.0417,0.0267,0.11415427409864128,0.1641,0.0,0.0027620676048928055,0.1334,0.1123,0.9974987493746874,0.9536564625850341,0.05,0.19044804350396027,0.1379,0.2917,0.0417,0.0273,0.1166,0.1709,0.0,0.002857497825816872,0.1322,0.1082,0.9534450651769097,0.9537675959149876,0.0499,0.1904761904761905,0.1379,0.2917,0.0417,0.0272,0.1142075928068146,0.167,0.0,0.0028343210512754447,0.1566,0.0,0.0,0.0,0.0,0.49379783584059117,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26090,0.0,0.10025706940874037,0.010182922564210176,0.04693029168241317,0.010123734533183352,0.25023865678346807,0.7702343703878624,0.02707181154219614,0.7231041679843148,0.28988979396262576,0.06153846153846154,1.0,0.0,1.0,0.0,0.0,0.2,0.5,0.5,0.47368421052631576,0.0,0.0,0.0,0.0,0.0,0.0,0.2061884668494075,0.8934716854301872,0.8718648400905687,0.0598,0.0632,0.9457986808144536,0.6481481481481483,0.0087,0.0,0.1379,0.1667,0.2083,0.0204,0.05124638921579116,0.0498,0.012786885245901639,0.012232013678810995,0.0609,0.0656,0.9810905452726363,0.6481009070294785,0.0088,0.0,0.1379,0.1667,0.2083,0.0209,0.0523,0.0519,0.01268705270006506,0.012299664554603058,0.0604,0.0632,0.6480446927374295,0.6482197074247861,0.0087,0.0,0.1379,0.1667,0.2083,0.0208,0.0512146387632769,0.0507,0.012716009129442452,0.0122391136305076,0.0459,0.07407407407407407,0.0,0.07407407407407407,0.0,0.35576669305885456,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
