,ID,Levy,Prod. year,Leather interior,Mileage,Cylinders,Doors,Wheel,Airbags,Airbags0,Category_Coupe,Category_Goods wagon,Category_Hatchback,Category_Jeep,Category_Microbus,Category_Minivan,Category_Sedan,Category_Universal,Fuel type_CNG,Fuel type_Diesel,Fuel type_Hybrid,Fuel type_LPG,Fuel type_Petrol,Fuel type_Plug-in Hybrid,Gear box type_Automatic,Gear box type_Manual,Gear box type_Tiptronic,Gear box type_Variator,Drive wheels_4x4,Drive wheels_Front,Drive wheels_Rear,merged1,tahmin,real,error,direction,abserror,percentage,abspercentage
1926,45648499,1104.0,2015,1,201056,6,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,29526.89668956359,3607.0,-25919.89668956359,-1.0,25919.89668956359,-7.1859985277415,7.1859985277415
17115,45801624,586.0,2012,1,0,4,1,1,10,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,16462.74770748966,11604.0,-4858.74770748966,-1.0,4858.74770748966,-0.41871317713630296,0.41871317713630296
12291,45645429,1172.0,2011,1,186542,6,1,1,12,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,11926.313812536504,2038.0,-9888.313812536504,-1.0,9888.313812536504,-4.851969486033614,4.851969486033614
3124,45792249,890.0,2016,1,27390,4,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,29441.279440294795,26343.0,-3098.2794402947948,-1.0,3098.2794402947948,-0.11761300688208612,0.11761300688208612
8180,45649809,1811.0,2010,1,275240,8,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,31111.142139146403,15681.0,-15430.142139146403,-1.0,15430.142139146403,-0.9840024321884066,0.9840024321884066
1203,45732678,765.0,2015,1,43514,4,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,16717.33677344752,9418.0,-7299.336773447521,-1.0,7299.336773447521,-0.7750410674715992,0.7750410674715992
8001,45811320,1018.0,2011,1,143134,6,1,1,12,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,10557.018310178262,4391.0,-6166.018310178262,-1.0,6166.018310178262,-1.4042401070777186,1.4042401070777186
2365,45792216,8341.150988720414,2013,1,71000,6,1,1,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,85860.0114537096,97219.0,11358.988546290406,1.0,11358.988546290406,0.11683918314619987,0.11683918314619987
1163,45342076,-1658.6410112795859,1996,0,111000,4,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,5146.465118539196,3763.0,-1383.4651185391958,-1.0,1383.4651185391958,-0.3676495132976869,0.3676495132976869
17626,45781806,-651.8780112795858,2005,0,11111,4,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,10648.6853516225,13172.0,2523.3146483775,1.0,2523.3146483775,0.1915665539308761,0.1915665539308761
11717,45688300,119.91298872041412,2006,1,264000,8,1,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,20863.68965535482,20385.0,-478.6896553548213,-1.0,478.6896553548213,-0.023482445688242398,0.023482445688242398
17909,45768035,-1474.0660112795858,2000,0,0,4,1,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,4406.782385193068,5488.0,1081.217614806932,1.0,1081.217614806932,0.19701487150272085,0.19701487150272085
6815,41244276,19.225988720414115,2005,1,220000,8,1,1,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,23992.650411085855,19444.0,-4548.650411085855,-1.0,4548.650411085855,-0.23393593967732232,0.23393593967732232
12181,45755785,1629.8969887204141,2010,1,150000,8,1,1,12,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,31745.01758276569,34497.0,2751.9824172343106,1.0,2751.9824172343106,0.07977454321344785,0.07977454321344785
9649,45733376,765.0,2015,1,362818,4,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,11779.368637864613,9722.0,-2057.3686378646125,-1.0,2057.3686378646125,-0.2116198969208612,0.2116198969208612
11409,45730202,730.0,2016,1,48536,4,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,36466.86521413646,40064.0,3597.1347858635418,1.0,3597.1347858635418,0.08978471410402211,0.08978471410402211
13022,45758707,556.1519887204141,2016,0,60800,4,1,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,21600.35251058984,24462.0,2861.6474894101593,1.0,2861.6474894101593,0.11698338195610168,0.11698338195610168
12337,45796850,1024.0,2010,1,213696,4,1,1,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,16538.159753745054,16766.0,227.84024625494567,1.0,227.84024625494567,0.013589421821242138,0.013589421821242138
8868,45770272,-1323.0890112795857,2004,0,160000,4,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,5360.560908159961,6899.0,1538.4390918400386,1.0,1538.4390918400386,0.22299450526743567,0.22299450526743567
1857,45773673,394.0,2014,1,128739,4,1,1,12,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,10507.70279903139,2274.0,-8233.70279903139,-1.0,8233.70279903139,-3.620801582687507,3.620801582687507
6092,45732879,765.0,2015,1,86280,4,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,16717.33677344752,10349.0,-6368.336773447521,-1.0,6368.336773447521,-0.6153576938300823,0.6153576938300823
17720,45797386,831.0,2017,1,37029,4,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,24645.238714175455,28909.0,4263.761285824545,1.0,4263.761285824545,0.14748906173940796,0.14748906173940796
1449,45781646,-551.1910112795858,2004,0,177000,4,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,13836.631384917071,14113.0,276.36861508292895,1.0,276.36861508292895,0.019582556159776728,0.019582556159776728
17329,45815216,-1290.8820112795859,2001,0,100000,6,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,4836.344089463384,7200.0,2363.655910536616,1.0,2363.655910536616,0.32828554313008557,0.32828554313008557
18805,45541993,-886.8500112795858,2008,0,221000,4,1,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,10333.591636106908,10976.0,642.4083638930915,1.0,642.4083638930915,0.05852845880950178,0.05852845880950178
10289,45768168,1058.0,2012,1,140966,6,1,1,12,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,15686.936039835518,23521.0,7834.063960164482,1.0,7834.063960164482,0.3330667896843026,0.3330667896843026
7834,45807151,-1222.4020112795858,2003,0,200000,4,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,8268.130566208401,7840.0,-428.13056620840143,-1.0,428.13056620840143,-0.054608490587806306,0.054608490587806306
17745,44850069,-417.0130112795859,2009,0,160000,4,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,12993.689950890122,15367.0,2373.3100491098776,1.0,2373.3100491098776,0.15444198926985603,0.15444198926985603
18476,45550302,394.0,2014,1,36700,4,1,1,12,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,13417.851357446938,43905.0,30487.14864255306,1.0,30487.14864255306,0.6943889908336878,0.6943889908336878
10200,45781758,-987.4300112795859,2002,1,324000,4,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,9950.798646475067,10036.0,85.20135352493344,1.0,85.20135352493344,0.008489572890089024,0.008489572890089024
18097,45766219,583.0,2011,1,124800,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,12361.32626944531,16935.0,4573.67373055469,1.0,4573.67373055469,0.2700722604401943,0.2700722604401943
18919,45813073,1399.0,2010,1,186005,6,1,1,12,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,11218.554505201077,14269.0,3050.4454947989234,1.0,3050.4454947989234,0.21378130876718224,0.21378130876718224
17669,45758029,-1222.4020112795858,2001,0,145000,4,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,8243.870641210022,7840.0,-403.87064121002186,-1.0,403.87064121002186,-0.051514112399237484,0.051514112399237484
2837,45787224,-1188.804011279586,2001,0,266000,4,1,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,8393.842569558123,8154.0,-239.8425695581227,-1.0,239.8425695581227,-0.02941409977411365,0.02941409977411365
10038,45758703,-551.1910112795858,2013,0,89000,4,1,1,9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,16535.33134986581,14113.0,-2422.33134986581,-1.0,2422.33134986581,-0.17163830155642384,0.17163830155642384
17929,45285160,-148.55001127958587,2006,1,127000,4,1,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,17805.82014880048,17876.0,70.17985119951845,1.0,70.17985119951845,0.003925925889433792,0.003925925889433792
4048,45815873,862.0,2011,1,174899,4,1,1,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,4123.846221099389,2038.0,-2085.8462210993894,-1.0,2085.8462210993894,-1.0234770466630958,1.0234770466630958
15608,45730889,836.0,2010,1,93238,4,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,17967.559480744716,15458.0,-2509.559480744716,-1.0,2509.559480744716,-0.16234697119580255,0.16234697119580255
15123,45803547,765.0,2015,1,271695,4,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,11218.454740589104,9722.0,-1496.4547405891044,-1.0,1496.4547405891044,-0.15392457730807493,0.15392457730807493
9447,45523729,589.6429887204141,2006,1,180000,8,1,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,23992.650411085855,24775.0,782.349588914145,1.0,782.349588914145,0.031578187241741475,0.031578187241741475
7937,45766427,586.0,2012,1,130000,4,1,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,16160.427584010393,17249.0,1088.5724159896072,1.0,1088.5724159896072,0.06310930581422733,0.06310930581422733
2209,45533841,-953.9390112795859,2007,0,110000,4,1,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,9540.097622957432,10349.0,808.9023770425683,1.0,808.9023770425683,0.07816237095782862,0.07816237095782862
603,45815375,-786.1630112795858,2002,1,201000,6,1,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,11446.318946852207,11917.0,470.68105314779314,1.0,470.68105314779314,0.03949660595349443,0.03949660595349443
7961,45804336,836.0,2010,1,98713,4,1,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,19481.716349350463,23207.0,3725.283650649537,1.0,3725.283650649537,0.1605241371417907,0.1605241371417907
6518,45782568,-417.0130112795859,2005,0,196000,6,1,1,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,16460.090658760575,15367.0,-1093.090658760575,-1.0,1093.090658760575,-0.07113233934799082,0.07113233934799082
5550,45393935,1266.0,2014,0,114000,4,1,0,12,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,11523.35159881369,10976.0,-547.3515988136896,-1.0,547.3515988136896,-0.04986803925051837,0.04986803925051837
4667,45814380,-1524.3560112795858,1998,0,277545,4,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,5667.42015333553,5018.0,-649.4201533355299,-1.0,649.4201533355299,-0.1294181254156098,0.1294181254156098
16283,45569053,475.0,2012,0,95000,4,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,19915.887440071117,16621.0,-3294.8874400711175,-1.0,3294.8874400711175,-0.19823641417911783,0.19823641417911783
5769,42962815,6495.614988720415,2016,1,29500,4,1,1,12,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,77788.53645338089,79971.0,2182.4635466191103,1.0,2182.4635466191103,0.027290687206851363,0.027290687206851363
6538,45764147,1811.0,2010,1,275240,8,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,33918.927583361365,15681.0,-18237.927583361365,-1.0,18237.927583361365,-1.1630589620152647,1.1630589620152647
18416,45646642,781.0,2012,1,156518,4,1,1,12,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,8813.671814806034,3607.0,-5206.671814806034,-1.0,5206.671814806034,-1.4434909383992331,1.4434909383992331
5951,45732377,836.0,2010,1,183631,4,1,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,19421.40443615403,20817.0,1395.595563845971,1.0,1395.595563845971,0.06704114732410871,0.06704114732410871
3845,45765625,834.0,2013,1,397915,4,1,1,12,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,15974.504733281656,27284.0,11309.495266718344,1.0,11309.495266718344,0.4145101622459443,0.4145101622459443
16987,45778120,-1793.782011279586,2001,0,180000,4,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,4137.0620165496275,2500.0,-1637.0620165496275,-1.0,1637.0620165496275,-0.654824806619851,0.654824806619851
12355,45732758,836.0,2010,1,195921,4,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,15996.323717426956,16894.0,897.6762825730439,1.0,897.6762825730439,0.05313580457991263,0.05313580457991263
16353,45776804,1391.0,2012,1,152000,8,1,1,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,17416.033628126883,15681.0,-1735.0336281268828,-1.0,1735.0336281268828,-0.11064559837554255,0.11064559837554255
5472,45781746,-215.63901127958587,2005,1,280000,6,1,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,18300.26374374369,17249.0,-1051.2637437436897,-1.0,1051.2637437436897,-0.060946358846523836,0.060946358846523836
5674,45770565,723.9279887204141,2011,1,104000,4,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,15717.77725365655,26030.0,10312.22274634345,1.0,10312.22274634345,0.39616683620220705,0.39616683620220705
2964,45798874,-1054.6260112795858,1999,1,150000,6,1,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,10553.97678558031,9408.0,-1145.9767855803093,-1.0,1145.9767855803093,-0.12180875697069614,0.12180875697069614
2087,45655393,1361.4339887204142,2010,1,124000,12,1,1,12,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,31536.851587407342,31988.0,451.14841259265813,1.0,451.14841259265813,0.014103676772310184,0.014103676772310184
2491,45806461,505.0,2018,1,53013,4,1,1,12,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,19370.274103471653,5802.0,-13568.274103471653,-1.0,13568.274103471653,-2.3385512070788783,2.3385512070788783
9393,45788872,584.0,2014,0,98400,4,1,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,18103.75984800292,17249.0,-854.7598480029192,-1.0,854.7598480029192,-0.04955416824180643,0.04955416824180643
3690,45791937,1869.0,2019,1,14096,6,1,1,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,23159.226210552,23834.0,674.7737894480015,1.0,674.7737894480015,0.028311395042712153,0.028311395042712153
14347,45619492,640.0,2013,1,71011,4,1,1,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,11599.152854928725,23700.0,12100.847145071275,1.0,12100.847145071275,0.5105842677245264,0.5105842677245264
2438,45802823,1017.0,2017,1,105751,4,1,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,46441.22719430877,53154.0,6712.772805691231,1.0,6712.772805691231,0.126289137330986,0.126289137330986
2463,45804371,751.0,2013,1,165000,4,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,24323.730477468504,22269.0,-2054.7304774685035,-1.0,2054.7304774685035,-0.09226864598628154,0.09226864598628154
19130,45812919,-1725.7300112795858,1990,0,350000,4,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,948.2152609982877,3136.0,2187.7847390017123,1.0,2187.7847390017123,0.6976354397326888,0.6976354397326888
11950,45220917,583.0,2011,1,141000,4,1,1,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,19694.64214284861,20385.0,690.3578571513899,1.0,690.3578571513899,0.03386597287963649,0.03386597287963649
16530,45770860,354.7779887204141,2014,1,193600,4,1,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,17678.032574671906,22580.0,4901.967425328094,1.0,4901.967425328094,0.2170933315025728,0.2170933315025728
1234,45091593,-903.5420112795858,2009,0,157000,4,1,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,9540.097622957432,10820.0,1279.9023770425683,1.0,1279.9023770425683,0.11829042301687323,0.11829042301687323
7184,45782041,-1692.1320112795859,2000,0,70300,4,1,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,4925.456656276538,3450.0,-1475.4566562765376,-1.0,1475.4566562765376,-0.4276685960221848,0.4276685960221848
7374,45408895,1267.0,2013,0,129000,4,1,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,14423.15859042693,10349.0,-4074.1585904269305,-1.0,4074.1585904269305,-0.3936765475337647,0.3936765475337647
11869,45800123,-1222.4020112795858,2005,0,123456,4,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,7593.252434169213,7840.0,246.7475658307867,1.0,246.7475658307867,0.031472903804947286,0.031472903804947286
10725,45789875,1094.0,2008,1,76800,4,1,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,14288.843712483065,5645.0,-8643.843712483065,-1.0,8643.843712483065,-1.531238921609046,1.531238921609046
16431,45771888,1399.0,2010,1,189530,6,1,1,12,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,9639.512685144748,12388.0,2748.4873148552524,1.0,2748.4873148552524,0.22186691272644918,0.22186691272644918
3619,45772591,-282.8350112795859,2007,0,215000,4,1,1,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,13060.039624400584,16621.0,3560.960375599416,1.0,3560.960375599416,0.2142446528848695,0.2142446528848695
7819,45689118,958.7929887204141,2013,0,126400,4,1,1,12,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,11963.324469029147,28225.0,16261.675530970853,1.0,16261.675530970853,0.5761443943656636,0.5761443943656636
2985,45803857,765.0,2015,1,60000,4,1,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,36488.0809467699,37580.0,1091.9190532301,1.0,1091.9190532301,0.029055855594201704,0.029055855594201704
15004,45636082,900.0,2015,0,65000,4,1,1,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,23848.788880326054,20698.0,-3150.788880326054,-1.0,3150.788880326054,-0.15222673110088192,0.15222673110088192
11408,45809230,833.0,2015,1,92825,4,1,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,37708.34522904508,36774.0,-934.3452290450805,-1.0,934.3452290450805,-0.025407767146491556,0.025407767146491556
1565,45340089,1438.0,2003,0,235000,4,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,16146.825743221134,5959.0,-10187.825743221134,-1.0,10187.825743221134,-1.7096535900689938,1.7096535900689938
14128,45801983,730.0,2016,1,30312,4,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,20264.318660333647,18503.0,-1761.3186603336471,-1.0,1761.3186603336471,-0.0951909776973273,0.0951909776973273
18597,45802985,640.0,2013,1,188000,4,1,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,28455.931786915135,29420.0,964.0682130848654,1.0,964.0682130848654,0.032769143884597736,0.032769143884597736
6835,45805637,-1121.715011279586,1998,0,0,4,1,1,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,9876.161622037225,8781.0,-1095.1616220372252,-1.0,1095.1616220372252,-0.12471946498544872,0.12471946498544872
14707,45794204,502.0,2013,1,59200,4,1,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,17491.452233778622,19914.0,2422.547766221378,1.0,2422.547766221378,0.12165048539828151,0.12165048539828151
3351,45771131,353.0,2015,1,104795,4,1,1,12,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,17708.56039761964,2038.0,-15670.56039761964,-1.0,15670.56039761964,-7.689185671059686,7.689185671059686
14807,45787438,-752.5650112795859,2004,1,170000,3,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,10136.685652627397,12231.0,2094.314347372603,1.0,2094.314347372603,0.17123001777226746,0.17123001777226746
17163,45668308,-148.55001127958587,2011,0,196000,4,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,13836.513722415162,17876.0,4039.486277584838,1.0,4039.486277584838,0.22597260447442594,0.22597260447442594
9381,45733704,1079.0,2018,1,77130,4,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,51184.53355264472,49751.0,-1433.5335526447234,-1.0,1433.5335526447234,-0.028814165597570367,0.028814165597570367
6586,45796841,681.0,2019,0,0,4,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,34918.41986249417,45009.0,10090.580137505829,1.0,10090.580137505829,0.22419027611157388,0.22419027611157388
19112,45791956,639.0,2014,1,112000,4,1,1,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,18259.830149064557,18503.0,243.1698509354428,1.0,243.1698509354428,0.013142185101629077,0.013142185101629077
18992,45508014,1965.448988720414,2017,0,33000,4,1,1,8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,35095.743074844504,37633.0,2537.256925155496,1.0,2537.256925155496,0.06742106462826498,0.06742106462826498
9195,45781832,-1323.0890112795857,2003,0,0,4,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,6990.696663811857,6899.0,-91.69666381185743,-1.0,91.69666381185743,-0.013291297841985423,0.013291297841985423
1868,45744697,790.0,2009,1,159634,4,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,11037.621247970872,4180.0,-6857.621247970872,-1.0,6857.621247970872,-1.640579245926046,1.640579245926046
2413,45460793,-1054.6260112795858,1999,0,270000,4,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,10404.92182355936,9408.0,-996.9218235593598,-1.0,996.9218235593598,-0.10596532988513603,0.10596532988513603
361,45682514,1051.0,2016,0,77000,4,1,1,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,29228.200233392403,17249.0,-11979.200233392403,-1.0,11979.200233392403,-0.6944866504372661,0.6944866504372661
7519,45667292,473.0,2014,1,91200,4,1,1,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,12326.353377261303,18503.0,6176.646622738697,1.0,6176.646622738697,0.3338186576630113,0.3338186576630113
1958,45787064,-802.9620112795859,2010,0,138000,4,1,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,10581.019092060596,11760.0,1178.9809079394036,1.0,1178.9809079394036,0.10025347856627581,0.10025347856627581
4039,45808957,687.0,2010,1,181421,4,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,14574.73718545158,7517.0,-7057.73718545158,-1.0,7057.73718545158,-0.9389034435880778,0.9389034435880778
9189,45655685,761.0,2010,1,159382,4,1,1,12,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,6292.141348289022,3293.0,-2999.141348289022,-1.0,2999.141348289022,-0.9107626323379964,0.9107626323379964
4313,45689281,765.0,2015,1,59000,4,1,1,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,22330.39946452349,40456.0,18125.60053547651,1.0,18125.60053547651,0.44803244353066324,0.44803244353066324
16925,45795760,2301.000988720414,2008,0,2700,4,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,24012.111047973623,40769.0,16756.888952026377,1.0,16756.888952026377,0.41102035742908527,0.41102035742908527
4254,45793508,1282.0,2007,1,63558,4,1,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,14068.191718966093,8311.0,-5757.191718966093,-1.0,5757.191718966093,-0.692719494521248,0.692719494521248
7635,45799286,-517.7000112795859,2012,0,140000,4,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,14456.052531207544,14426.0,-30.052531207544234,-1.0,30.052531207544234,-0.002083219964476933,0.002083219964476933
8890,45809704,473.0,2014,1,149875,4,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,19763.020554087878,13877.0,-5886.020554087878,-1.0,5886.020554087878,-0.42415655790789636,0.42415655790789636
7838,45813453,-819.6540112795859,2006,0,331139,4,1,1,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,8150.258319092152,11604.0,3453.7416809078477,1.0,3453.7416809078477,0.29763371948533673,0.29763371948533673
