,ID,approv_in_adv,open_credit,business_or_commercial,loan_amount,term,property_value,income,Credit_Score,LTV,dtir1,tahmin,real,prob,correct,
35043,60045,1,0,0,356500,360,388000,5700,689,91.8814433,36,0,0,0.40884324554554,TRUE,0.641424478100696
74385,99536,0,0,0,266500,240,348000,5700,713,76.58045977,36,0,0,0.352875233536674,TRUE,0.641571194762684
41114,66141,0,0,0,426500,240,608000,5700,738,70.14802632,48,0,0,0.329466985971473,TRUE,0.641717791411043
54374,79451,0,0,0,206500,180,638000,5700,738,32.36677116,49,0,0,0.343669851223085,TRUE,0.641864268192968
140258,165677,1,0,0,296500,360,508000,5700,756,58.36614173,40,0,0,0.326361986845038,TRUE,0.642010625255415
91196,116410,1,0,0,296500,360,368000,5700,757,80.57065217,33,0,1,0.345324608877793,FALSE,0.641748366013072
90486,115695,0,0,0,156500,240,228000,5700,768,68.64035088,31,0,0,0.410638057062957,TRUE,0.641894650877909
130476,155862,0,0,0,386500,360,498000,5700,783,77.61044177,30,0,0,0.337934885369416,TRUE,0.642040816326531
39749,64771,0,0,0,316500,360,368000,5700,784,86.00543478,22,0,0,0.454345180264687,TRUE,0.6421868625051
117802,143143,0,0,0,386500,360,648000,5700,794,59.64506173,37,0,0,0.328359122482003,TRUE,0.642332789559543
117937,143278,0,0,0,106500,360,1108000,5700,809,9.611913357,42,0,1,0.387966234041878,FALSE,0.642070933550754
58030,83125,1,0,0,266500,360,388000,5700,823,68.68556701,28,0,0,0.332341387880364,TRUE,0.642216788916055
29310,54288,0,0,0,496500,360,528000,5700,833,94.03409091,45,0,0,0.415705146954519,TRUE,0.642362525458248
115923,141258,0,0,1,366500,360,388000,5700,837,94.45876289,51,1,1,0.667484222590982,TRUE,0.642508143322476
86299,111495,0,0,0,286500,360,388000,5700,839,73.84020619,31,0,0,0.33731881639945,TRUE,0.642653642653643
83738,108924,0,0,0,156500,360,158000,5700,863,99.05063291,32,1,0,0.609923233059049,FALSE,0.642392188771359
98394,123640,0,0,0,276500,360,468000,5700,869,59.08119658,21,0,0,0.330887909600371,TRUE,0.642537616917446
30958,55943,0,0,0,126500,240,258000,5700,871,49.03100775,28,0,0,0.425565864129783,TRUE,0.642682926829268
124582,149956,0,0,0,236500,360,348000,5700,873,67.95977011,26,0,0,0.352650323502696,TRUE,0.642828118650955
74365,99516,0,0,1,266500,360,268000,5700,875,99.44029851,58,1,1,0.611246082888179,TRUE,0.642973192526401
59385,84489,0,0,0,516500,360,658000,5700,877,78.49544073,36,0,0,0.344236193127041,TRUE,0.643118148599269
72387,97530,1,0,0,116500,360,158000,5700,883,73.73417722,25,0,0,0.449828094109172,TRUE,0.643262987012987
99213,124463,0,0,0,206500,180,358000,5700,884,57.68156425,29,0,0,0.338764997950557,TRUE,0.643407707910751
82387,107568,1,0,0,316500,180,658000,5700,894,48.10030395,47,0,0,0.335059989945842,TRUE,0.643552311435523
23493,48455,1,0,0,286500,324,288000,5700,895,99.47916667,41,0,0,0.490943396711934,TRUE,0.643696797730037
104210,129487,0,0,0,166500,180,258000,5760,518,64.53488372,32,0,0,0.406580012479265,TRUE,0.643841166936791
132698,158090,1,0,0,196500,360,238000,5760,525,82.56302521,30,0,0,0.447707623193887,TRUE,0.643985419198056
37790,62803,0,0,0,256500,276,398000,5760,547,64.44723618,38,0,0,0.346662494588836,TRUE,0.64412955465587
93306,118531,1,0,0,276500,360,468000,5760,594,59.08119658,46,0,0,0.339207327582012,TRUE,0.644273573452044
4156,29058,1,0,0,236500,360,228000,5760,594,103.7280702,35,1,0,0.658338383623019,FALSE,0.644012944983819
130341,155727,0,0,0,326500,360,408000,5760,608,80.0245098,35,0,0,0.352459080098363,TRUE,0.64415689446017
141121,166541,1,0,0,376500,360,438000,5760,611,85.95890411,36,0,0,0.405768715756608,TRUE,0.644300727566694
124667,150041,0,0,0,346500,360,538000,5760,614,64.40520446,36,0,0,0.326196702753485,TRUE,0.644444444444444
25945,50913,0,0,0,536500,360,778000,5760,615,68.95886889,48,0,0,0.342147623893894,TRUE,0.644588045234249
27173,52148,1,0,0,336500,360,388000,5760,637,86.72680412,29,0,0,0.415360864282054,TRUE,0.644731530076706
123483,148852,0,0,0,276500,360,458000,5760,645,60.37117904,49,0,1,0.346844038803799,FALSE,0.644471347861178
33388,58379,0,0,0,446500,240,668000,5760,659,66.84131737,41,0,0,0.316905565007619,TRUE,0.644614764017749
2502,27398,0,0,1,366500,360,368000,5760,679,99.5923913,53,1,0,0.565221607586149,FALSE,0.644354838709677
23238,48199,0,0,0,576500,360,988000,5760,680,58.35020243,53,1,0,0.844157766960771,FALSE,0.644095122934301
132060,157450,0,0,0,346500,360,478000,5760,686,72.48953975,46,0,0,0.346819464285797,TRUE,0.644238517324738
91534,116750,0,0,0,116500,360,608000,5760,699,19.16118421,23,0,0,0.358749267022391,TRUE,0.644381796214257
3307,28205,0,0,0,566500,360,778000,5760,708,72.81491003,47,0,0,0.343587230256027,TRUE,0.644524959742351
90914,116123,1,0,0,316500,360,528000,5760,736,59.94318182,23,0,0,0.320323991692829,TRUE,0.64466800804829
100612,125867,0,0,0,396500,360,748000,5760,740,53.00802139,31,0,0,0.3270830696997,TRUE,0.644810941271118
30407,55390,0,0,0,316500,360,618000,5760,749,51.21359223,39,0,0,0.323598471341421,TRUE,0.644953759549658
33171,58162,0,0,0,266500,360,318000,5760,761,83.80503145,25,1,0,0.530106522010246,FALSE,0.644694533762058
145666,171102,0,0,0,296500,240,458000,5760,770,64.73799127,37,0,0,0.320414415073161,TRUE,0.644837284049819
9383,34293,0,0,0,296500,240,368000,5760,771,80.57065217,35,0,0,0.353436410748616,TRUE,0.644979919678715
102188,127451,0,0,0,266500,240,518000,5760,778,51.44787645,25,0,0,0.32166049601273,TRUE,0.645122440786833
104724,130003,0,0,0,216500,360,218000,5760,779,99.31192661,40,1,0,0.578216260614155,FALSE,0.644863563402889
117355,142695,0,0,0,386500,360,618000,5760,793,62.54045307,43,0,0,0.339685036801588,TRUE,0.645006016847172
144858,170292,0,0,1,416500,360,548000,5760,794,76.00364964,40,1,0,0.510712657728733,FALSE,0.644747393744988
36958,61967,1,0,1,196500,360,198000,5760,810,99.24242424,42,1,0,0.535097384904308,FALSE,0.644488977955912
74925,100080,0,0,0,256500,360,388000,5760,815,66.10824742,23,0,0,0.334425919525726,TRUE,0.64463141025641
8750,33657,0,0,0,246500,360,328000,5760,831,75.15243902,35,0,0,0.370326543705712,TRUE,0.644773728474169
80408,105581,0,0,0,386500,360,438000,5760,838,88.24200913,44,0,0,0.444329539984502,TRUE,0.644915932746197
34700,59700,0,0,0,76500,180,338000,5760,845,22.63313609,14,0,0,0.427707256523553,TRUE,0.645058023209284
143666,169095,0,0,1,216500,360,218000,5760,850,99.31192661,20,1,0,0.628714319187903,FALSE,0.6448
50323,75384,1,0,0,486500,360,548000,5760,850,88.77737226,39,0,0,0.378247281998191,TRUE,0.644942023190724
57810,82903,0,0,0,306500,360,328000,5760,865,93.44512195,45,1,0,0.532908789849302,FALSE,0.644684252597922
97472,122717,0,0,0,406500,360,418000,5760,889,97.24880383,36,0,0,0.4522865910542,TRUE,0.64482620854974
13067,37987,1,0,0,146500,360,198000,5820,518,73.98989899,30,0,0,0.394807272006007,TRUE,0.644968051118211
124923,150298,0,0,0,446500,300,908000,5820,519,49.17400881,60,1,1,0.835317233609035,TRUE,0.645109780439122
126242,151620,0,0,0,256500,120,508000,5820,531,50.49212598,38,0,0,0.329001872174567,TRUE,0.645251396648045
11645,36564,0,0,1,276500,360,318000,5820,534,86.94968553,46,1,0,0.541195277536017,FALSE,0.644994016753091
129083,154465,0,0,0,266500,360,398000,5820,566,66.95979899,39,0,0,0.338621658178363,TRUE,0.645135566188198
28770,53745,0,0,0,456500,360,608000,5820,578,75.08223684,37,0,0,0.325715520275629,TRUE,0.645277002789956
123729,149099,1,0,1,436500,360,538000,5820,592,81.133829,59,1,0,0.620449651453151,FALSE,0.645019920318725
112635,137960,1,0,1,296500,360,308000,5820,596,96.26623377,46,1,1,0.518282079878605,TRUE,0.645161290322581
29376,54354,0,0,0,106500,180,358000,5820,611,29.74860335,36,0,0,0.372475273527734,TRUE,0.645302547770701
21395,46346,0,0,0,246500,360,338000,5820,626,72.92899408,37,0,0,0.352318702738197,TRUE,0.645443692797453
68931,94063,0,0,1,526500,360,538000,5820,631,97.86245353,58,1,0,0.530041871711473,FALSE,0.645186953062848
95657,120891,1,0,0,446500,360,478000,5820,639,93.41004184,48,0,0,0.387732220587051,TRUE,0.645328031809145
13279,38200,0,0,0,406500,300,528000,5820,645,76.98863636,36,0,1,0.362383018848933,FALSE,0.645071542130366
38136,63149,1,0,0,416500,360,658000,5820,656,63.29787234,38,0,0,0.316824531411438,TRUE,0.645212554628526
69830,94965,0,0,0,336500,360,638000,5820,672,52.74294671,20,0,1,0.327930055330566,FALSE,0.644956314535346
14318,39241,0,0,0,326500,360,428000,5820,685,76.28504673,41,0,0,0.340754196759711,TRUE,0.645097260817785
112218,137539,0,0,0,716500,360,1708000,5820,698,41.94964871,58,1,0,0.830055717410049,FALSE,0.64484126984127
66358,91485,0,0,0,416500,360,458000,5820,724,90.93886463,50,1,1,0.771950120193786,TRUE,0.6449821499405
130295,155681,0,0,1,176500,360,218000,5820,725,80.96330275,46,1,1,0.535172435277388,TRUE,0.645122918318795
132483,157875,1,0,0,496500,360,498000,5820,748,99.69879518,54,1,0,0.529887134247216,FALSE,0.644867221561633
7671,32576,0,0,0,446500,360,558000,5820,748,80.01792115,37,0,0,0.335738183236664,TRUE,0.645007923930269
103705,128976,1,0,0,236500,360,278000,5820,772,85.07194245,20,1,0,0.504346687615408,FALSE,0.644752475247525
6037,30941,0,0,1,226500,360,268000,5820,786,84.51492537,39,1,0,0.563933458684503,FALSE,0.644497228820269
20531,45478,0,0,0,436500,360,618000,5820,803,70.63106796,49,0,0,0.339643984822096,TRUE,0.644637910565888
131761,157150,0,0,0,526500,360,1308000,5820,826,40.25229358,49,0,0,0.353898708728983,TRUE,0.644778481012658
98008,123254,0,0,1,176500,360,188000,5820,836,93.88297872,45,1,0,0.595077787101403,FALSE,0.644523527085805
130397,155783,0,0,0,406500,360,558000,5820,845,72.84946237,24,0,0,0.330282628298804,TRUE,0.644664031620553
61522,86634,1,0,0,616500,360,828000,5820,852,74.45652174,48,0,0,0.342870169703647,TRUE,0.644804425128408
29663,54642,0,0,0,456500,360,808000,5820,854,56.49752475,45,0,0,0.345956689902814,TRUE,0.644944707740916
97252,122496,0,0,0,476500,360,618000,5820,872,77.10355987,40,0,0,0.348330693346841,TRUE,0.64508487958942
33350,58341,0,0,0,316500,360,448000,5820,878,70.64732143,43,0,0,0.344179795604502,TRUE,0.645224940805051
18744,43686,0,0,0,256500,360,398000,5820,896,64.44723618,38,0,0,0.335196631276427,TRUE,0.645364891518738
122053,147416,0,0,0,266500,360,338000,5880,501,78.84615385,25,0,1,0.374213652354419,FALSE,0.645110410094637
139703,165119,0,0,0,546500,360,728000,5880,513,75.06868132,41,0,0,0.337405136843178,TRUE,0.645250295624754
48588,73639,0,0,0,276500,360,1078000,5880,522,25.64935065,42,0,0,0.337621425597251,TRUE,0.645390070921986
11040,35956,0,0,0,566500,360,758000,5880,523,74.73614776,44,0,0,0.344442917648562,TRUE,0.645529736116581
19686,44629,1,0,0,96500,360,218000,5880,528,44.26605505,51,1,1,0.761893135903673,TRUE,0.645669291338583
50179,75239,1,0,1,296500,360,338000,5880,530,87.72189349,36,0,1,0.489976941131685,FALSE,0.645415190869736
39234,64254,0,0,0,296500,360,298000,5880,568,99.4966443,32,1,1,0.563870477660477,TRUE,0.645554681353265
48177,73228,0,0,1,266500,360,278000,5880,616,95.86330935,30,1,0,0.577795114940208,FALSE,0.645300825796304
57445,82536,0,0,0,296500,360,418000,5880,621,70.93301435,35,0,0,0.32930080071464,TRUE,0.645440251572327
92281,117500,0,0,1,256500,360,208000,5880,652,123.3173077,35,1,1,0.90066818672909,TRUE,0.645579567779961
23533,48495,1,0,0,156500,360,278000,5880,653,56.29496403,10,0,0,0.407305082653924,TRUE,0.645718774548311
49674,74732,0,0,0,326500,240,558000,5880,658,58.5125448,44,0,1,0.327179136411115,FALSE,0.645465253239105
78075,103239,0,0,0,226500,180,328000,5880,658,69.05487805,30,0,0,0.352073680561338,TRUE,0.645604395604396
16717,41652,0,0,0,196500,360,198000,5880,661,99.24242424,31,1,0,0.57613570269639,FALSE,0.645351118085524
69373,94507,0,0,0,146500,360,148000,5880,675,98.98648649,32,1,0,0.602905329133336,FALSE,0.645098039215686
110721,136037,0,0,0,366500,360,808000,5880,689,45.35891089,23,0,0,0.330093211285417,TRUE,0.645237161897295
46764,71811,0,0,0,376500,360,818000,5880,709,46.02689487,45,0,0,0.341100572200022,TRUE,0.645376175548589
81606,106784,0,0,0,306500,156,418000,5880,714,73.32535885,43,0,0,0.332959068280393,TRUE,0.645515080297689
106758,132048,0,0,0,136500,360,178000,5880,719,76.68539326,42,0,0,0.449463059532715,TRUE,0.645653876272514
11798,36717,0,0,0,306500,360,308000,5880,719,99.51298701,36,1,0,0.572446318853455,FALSE,0.645401174168297
1423,26315,0,0,0,576500,360,738000,5880,720,78.11653117,46,0,0,0.354663192391209,TRUE,0.645539906103286
107533,132831,0,0,0,286500,360,368000,5880,722,77.85326087,37,0,1,0.356422434021709,FALSE,0.645287446226046
27264,52239,0,0,0,566500,360,668000,5880,732,84.80538922,45,0,0,0.415057849471336,TRUE,0.645426114151681
121443,146803,0,0,0,296500,180,378000,5880,745,78.43915344,36,0,0,0.340389880568298,TRUE,0.645564673700664
24714,49676,0,0,0,206500,360,298000,5880,760,69.29530201,30,0,0,0.381460875484304,TRUE,0.645703125
109142,134448,0,0,0,306500,360,348000,5880,767,88.07471264,21,0,0,0.482498425545906,TRUE,0.645841468176494
13915,38838,1,0,0,206500,360,268000,5880,774,77.05223881,30,0,0,0.374572681654225,TRUE,0.645979703356753
36690,61697,0,0,0,516500,360,598000,5880,780,86.37123746,48,0,0,0.413598451507965,TRUE,0.646117830667187
110667,135983,1,0,0,146500,360,168000,5880,787,87.20238095,20,1,0,0.515696240993427,FALSE,0.645865834633385
21641,46595,0,0,0,546500,360,728000,5880,790,75.06868132,47,0,0,0.346036926882374,TRUE,0.646003898635478
103265,128534,0,0,0,306500,360,388000,5880,800,78.99484536,35,0,0,0.350607861064127,TRUE,0.64614185502728
78343,103507,0,0,0,396500,360,608000,5880,810,65.21381579,42,0,0,0.333384042433222,TRUE,0.646279703934554
45478,70520,0,0,0,106500,180,158000,5880,813,67.40506329,14,0,0,0.473485189713085,TRUE,0.646417445482866
141900,167321,0,0,0,116500,180,168000,5880,818,69.3452381,41,0,0,0.467449247855675,TRUE,0.646555079797587
109677,134987,0,0,0,436500,360,548000,5880,823,79.65328467,37,0,0,0.339721099379843,TRUE,0.646692607003891
118268,143610,0,0,0,366500,360,608000,5880,832,60.27960526,31,0,0,0.327960429575232,TRUE,0.64683002722676
131323,156712,0,0,0,386500,360,908000,5880,833,42.5660793,37,0,0,0.332133075197065,TRUE,0.64696734059098
32036,57025,0,0,0,446500,360,748000,5880,850,59.69251337,47,0,0,0.339882235042355,TRUE,0.647104547221143
56149,81235,0,0,0,376500,360,388000,5880,853,97.03608247,42,0,0,0.455662936666061,TRUE,0.647241647241647
140501,165920,0,0,0,316500,360,398000,5880,871,79.52261307,47,0,0,0.37541015827689,TRUE,0.647378640776699
98109,123355,0,0,0,286500,360,358000,5880,894,80.02793296,32,0,0,0.366499748728898,TRUE,0.647515527950311
13729,38652,0,0,1,246500,360,308000,5880,900,80.03246753,52,1,1,0.607056909025525,TRUE,0.647652308886302
142410,167835,0,0,1,296500,360,348000,5940,527,85.20114943,33,1,0,0.513569658533568,FALSE,0.647401086113266
18864,43806,0,0,1,196500,360,288000,5940,531,68.22916667,47,1,0,0.546883934984999,FALSE,0.647150058162078
130085,155470,0,0,0,306500,360,358000,5940,535,85.61452514,53,1,1,0.771114806637801,TRUE,0.647286821705426
6124,31028,0,0,0,396500,360,658000,5940,558,60.25835866,30,0,0,0.319243888576908,TRUE,0.6474234792716
91096,116307,0,0,0,406500,360,508000,5940,574,80.01968504,44,0,1,0.357825247701445,FALSE,0.647172734314485
21823,46778,0,0,1,286500,360,318000,5940,577,90.09433962,33,1,1,0.553743373315195,TRUE,0.64730933023616
134677,160077,0,0,0,356500,360,518000,5940,592,68.82239382,39,0,0,0.326068676357221,TRUE,0.647445820433437
78349,103513,1,0,0,456500,360,778000,5940,599,58.67609254,44,0,0,0.333974183803884,TRUE,0.647582205029014
18390,43330,0,0,0,406500,360,448000,5940,601,90.73660714,43,0,0,0.424991646638069,TRUE,0.647718484145398
109607,134917,0,0,1,246500,300,288000,5940,602,85.59027778,41,1,1,0.639451440859331,TRUE,0.647854657904909
105669,130953,0,0,1,296500,360,328000,5940,620,90.39634146,52,1,1,0.632716206478288,TRUE,0.647990726429675
34746,59746,0,0,0,326500,360,478000,5940,635,68.30543933,30,0,0,0.323608324205467,TRUE,0.648126689841638
83686,108872,0,0,0,346500,360,438000,5940,636,79.10958904,29,0,0,0.342311451940475,TRUE,0.648262548262548
98028,123274,0,0,0,256500,360,318000,5940,647,80.66037736,27,0,1,0.406209606407928,FALSE,0.648012350443844
134279,159677,0,0,0,456500,360,958000,5940,651,47.65135699,48,0,0,0.349087168200516,TRUE,0.648148148148148
56991,82080,1,0,0,426500,360,568000,5940,652,75.08802817,38,0,0,0.32047734040667,TRUE,0.648283841110683
98564,123811,0,0,0,116500,360,138000,5940,654,84.42028986,49,1,1,0.595644221253708,TRUE,0.648419429452583
142598,168023,0,0,0,406500,180,508000,5940,724,80.01968504,50,1,0,0.810982893054644,FALSE,0.648169556840077
98932,124179,0,0,0,126500,180,328000,5940,729,38.56707317,35,0,0,0.386107931945027,TRUE,0.648305084745763
123435,148804,0,0,0,386500,360,448000,5940,773,86.27232143,36,0,1,0.43032408664991,FALSE,0.648055448594532
22343,47299,0,0,0,276500,360,348000,5940,778,79.45402299,41,0,0,0.364995329167018,TRUE,0.648190916089299
63579,88699,0,0,0,426500,360,558000,5940,781,76.43369176,59,1,1,0.831052208220635,TRUE,0.648326279338207
75150,100307,0,0,0,346500,360,368000,5940,789,94.1576087,37,0,1,0.449588104290283,FALSE,0.648076923076923
118339,143681,0,0,0,406500,360,478000,5940,824,85.041841,32,0,0,0.428544117708073,TRUE,0.648212226066897
32523,57514,0,0,0,186500,180,218000,5940,849,85.55045872,56,1,0,0.839555026356286,FALSE,0.647963105303613
58101,83196,0,0,0,376500,360,628000,5940,862,59.9522293,42,0,0,0.334067500070066,TRUE,0.648098348059931
130695,156082,0,0,0,316500,360,468000,5940,868,67.62820513,45,0,0,0.344695388964432,TRUE,0.648233486943164
44970,70010,0,0,0,166500,360,208000,5940,888,80.04807692,8,0,0,0.472613348043764,TRUE,0.648368522072937
138126,163539,1,0,1,186500,360,208000,6000,502,89.66346154,50,1,0,0.629476772092777,FALSE,0.648119723714505
134581,159981,0,0,0,346500,360,388000,6000,518,89.30412371,49,0,0,0.462675063797087,TRUE,0.64825469888761
17199,42135,0,0,0,336500,360,428000,6000,533,78.62149533,26,0,0,0.335731783135617,TRUE,0.648389570552147
88573,113776,0,0,0,556500,360,658000,6000,546,84.57446809,41,0,1,0.411224462423453,FALSE,0.648141050210809
105259,130542,0,0,0,436500,360,498000,6000,548,87.65060241,32,0,0,0.422096247748075,TRUE,0.648275862068966
82536,107717,0,0,0,216500,180,288000,6000,554,75.17361111,34,0,0,0.38629146309782,TRUE,0.648410570662581
101818,127081,0,0,0,236500,360,368000,6000,557,64.26630435,24,0,0,0.342339568445298,TRUE,0.64854517611026
146065,171503,0,0,1,146500,360,188000,6000,563,77.92553191,39,1,0,0.53161344227089,FALSE,0.648296976655186
66739,91867,1,0,0,246500,240,328000,6000,577,75.15243902,28,0,0,0.342349677314694,TRUE,0.648431522570773
108863,134168,0,0,0,256500,360,398000,6000,581,64.44723618,32,0,0,0.334316486742617,TRUE,0.648565965583174
9965,34877,0,0,0,336500,360,378000,6000,590,89.02116402,48,0,0,0.444303817720896,TRUE,0.648700305810397
111337,136655,1,0,0,386500,360,508000,6000,594,76.08267717,36,0,0,0.324197962552114,TRUE,0.648834543370271
140676,166095,0,0,1,186500,360,188000,6000,597,99.20212766,28,1,0,0.600323847626058,FALSE,0.648586707410237
106613,131903,1,0,0,466500,360,498000,6000,599,93.6746988,39,0,0,0.376220979061548,TRUE,0.648720885834288
24986,49949,1,0,0,326500,360,468000,6000,621,69.76495726,40,0,0,0.321683838456011,TRUE,0.648854961832061
133632,159027,0,0,0,226500,240,338000,6000,624,67.01183432,35,0,0,0.342949106914156,TRUE,0.648988935520794
83169,108352,1,0,0,416500,360,668000,6000,637,62.3502994,47,0,0,0.32961592098782,TRUE,0.649122807017544
29491,54470,0,0,0,466500,360,518000,6000,638,90.05791506,37,0,0,0.412058643092345,TRUE,0.649256576439192
58478,83577,0,0,0,266500,156,698000,6000,659,38.18051576,41,0,0,0.321957629564219,TRUE,0.649390243902439
139835,165253,0,0,0,236500,360,268000,6000,662,88.24626866,45,1,0,0.558308680879924,FALSE,0.649142857142857
83924,109110,0,0,0,216500,180,278000,6000,666,77.87769784,31,0,0,0.391278853673058,TRUE,0.649276466108149
105574,130858,0,0,0,286500,144,468000,6000,672,61.21794872,35,0,0,0.31773970398263,TRUE,0.649409973353635
10996,35912,0,0,0,266500,360,278000,6000,680,95.86330935,49,1,1,0.555482689042473,TRUE,0.649543378995434
12770,37689,0,0,0,296500,240,438000,6000,681,67.69406393,43,0,0,0.32685051878885,TRUE,0.649676683149486
55508,80588,0,0,0,346500,360,398000,6000,690,87.06030151,43,0,1,0.447792222683259,FALSE,0.649429657794677
37024,62034,0,0,1,196500,360,208000,6000,704,94.47115385,40,1,0,0.580090402723165,FALSE,0.649182820220448
125171,150547,0,0,0,426500,360,708000,6000,720,60.24011299,46,0,0,0.336590078949197,TRUE,0.649316109422492
108689,133992,1,0,0,246500,360,308000,6000,722,80.03246753,18,0,0,0.406816343205572,TRUE,0.649449297379415
6115,31019,0,0,0,286500,360,318000,6000,727,90.09433962,33,1,0,0.51691037375731,FALSE,0.649202733485194
141798,167219,0,0,0,256500,360,288000,6000,737,89.0625,32,1,0,0.556927467448609,FALSE,0.648956356736243
4612,29514,0,0,0,216500,240,268000,6000,754,80.78358209,41,0,0,0.42023456127335,TRUE,0.649089529590288
3574,28473,0,0,1,626500,360,988000,6000,772,63.41093117,58,1,0,0.784548999102849,FALSE,0.648843382631779
33145,58136,0,0,0,456500,360,548000,6000,834,83.30291971,45,0,0,0.417261793392601,TRUE,0.648976497346475
49014,74067,0,0,0,386500,360,548000,6000,843,70.52919708,44,0,0,0.339395628192912,TRUE,0.649109511178477
78535,103699,0,0,0,516500,360,888000,6000,846,58.16441441,49,0,0,0.343236229377023,TRUE,0.649242424242424
10896,35812,0,0,1,476500,360,478000,6000,848,99.68619247,61,1,0,0.563696702435125,FALSE,0.648996592199924
134054,159452,0,0,0,496500,360,908000,6000,851,54.68061674,49,0,0,0.350264569231757,TRUE,0.649129447388342
38509,63525,0,0,0,126500,240,158000,6000,859,80.06329114,47,0,1,0.478521444776399,FALSE,0.648883844116534
103256,128525,0,0,0,236500,240,378000,6000,868,62.56613757,30,0,0,0.328206991776648,TRUE,0.649016641452345
117159,142498,0,0,0,556500,360,758000,6060,502,73.41688654,41,0,0,0.339057290310976,TRUE,0.649149338374291
44053,69090,0,0,0,336500,180,448000,6060,517,75.11160714,49,0,1,0.339847485549514,FALSE,0.648904006046863
117125,142464,0,0,0,96500,240,118000,6060,524,81.77966102,22,1,1,0.563427562370584,TRUE,0.649036645258784
75852,101009,0,0,0,336500,360,328000,6060,584,102.5914634,43,1,1,0.672996398183646,TRUE,0.64916918429003
136863,162270,0,0,0,386500,360,588000,6060,586,65.73129252,57,1,1,0.795837583220676,TRUE,0.649301623254058
125297,150674,0,0,0,336500,360,378000,6060,587,89.02116402,48,0,0,0.452668410105302,TRUE,0.649433962264151
128384,153765,0,0,0,576500,360,728000,6060,588,79.18956044,48,0,0,0.353946289515183,TRUE,0.649566201433421
18934,43876,0,0,0,396500,360,548000,6060,597,72.3540146,44,0,0,0.337136724794327,TRUE,0.649698340874811
137793,163201,1,0,0,446500,360,608000,6060,601,73.4375,49,0,0,0.333063501480169,TRUE,0.649830380701093
102320,127585,0,0,0,326500,240,438000,6060,605,74.543379,32,0,0,0.320961154038592,TRUE,0.649962321024868
148267,70734,0,1,0,206500,360,858000,6060,608,24.06759907,48,0,0,0.345519693584639,TRUE,0.650094161958569
94002,119231,0,0,1,196500,360,228000,6060,614,86.18421053,41,1,0,0.57492815829928,FALSE,0.649849397590361
45688,70731,1,0,0,206500,180,278000,6060,631,74.28057554,37,0,0,0.373691979068357,TRUE,0.649981181783967
103860,129133,0,0,0,416500,360,618000,6060,637,67.39482201,40,0,0,0.324456852657055,TRUE,0.650112866817156
98832,124079,0,0,0,216500,360,308000,6060,651,70.29220779,24,0,0,0.383386529345922,TRUE,0.650244452801805
67801,92930,0,0,0,606500,360,638000,6060,665,95.06269592,49,0,0,0.410104165799664,TRUE,0.650375939849624
83290,108474,0,0,0,316500,360,438000,6060,679,72.26027397,45,0,0,0.344825139671496,TRUE,0.650507328072153
4707,29609,0,0,0,416500,336,508000,6060,687,81.98818898,38,0,0,0.421326243606084,TRUE,0.650638617580766
37638,62650,0,0,1,76500,360,428000,6060,689,17.87383178,57,1,0,0.646762450592322,FALSE,0.650394292151709
64798,89921,0,0,0,226500,360,298000,6060,689,76.00671141,30,0,0,0.386570314222486,TRUE,0.650525525525526
21859,46814,0,0,0,436500,360,1508000,6060,701,28.94562334,46,0,0,0.345915663431342,TRUE,0.650656660412758
108571,133874,0,0,0,376500,360,388000,6060,705,97.03608247,45,0,1,0.456538407019223,FALSE,0.650412603150788
56364,81450,0,0,0,196500,360,298000,6060,709,65.93959732,31,0,0,0.383749869234155,TRUE,0.650543682039745
13670,38593,0,0,0,286500,360,338000,6060,710,84.76331361,39,0,0,0.48797220980685,TRUE,0.650674662668666
132850,158243,0,0,0,256500,360,348000,6060,711,73.70689655,5,0,0,0.416208344046389,TRUE,0.650805545147995
84157,109343,0,0,0,346500,360,918000,6060,715,37.74509804,48,0,0,0.33914493327109,TRUE,0.650936329588015
68604,93734,0,0,0,156500,240,208000,6060,725,75.24038462,39,0,0,0.418687694263953,TRUE,0.651067016098839
42833,67864,0,0,1,236500,324,248000,6060,725,95.36290323,56,1,0,0.675773060327477,FALSE,0.650823353293413
101354,126614,0,0,0,176500,360,218000,6060,730,80.96330275,38,0,1,0.429261329232744,FALSE,0.650579872802095
78728,103893,0,0,0,356500,360,448000,6060,735,79.57589286,25,0,0,0.337161424523383,TRUE,0.650710545998504
94168,119397,0,0,0,226500,360,308000,6060,736,73.53896104,33,0,1,0.382380947890231,FALSE,0.650467289719626
136564,161970,0,0,0,386500,240,568000,6060,755,68.04577465,44,0,0,0.327050886007264,TRUE,0.650597907324365
93640,118867,0,0,0,346500,360,508000,6060,767,68.20866142,44,0,0,0.340917566707468,TRUE,0.650728427344042
134104,159502,0,0,0,286500,360,598000,6060,769,47.909699,30,0,0,0.326651034922815,TRUE,0.650858849887976
43606,68640,0,0,0,186500,360,648000,6060,777,28.7808642,56,1,1,0.828525685969568,TRUE,0.650989175065323
140755,166175,0,0,0,266500,360,278000,6060,789,95.86330935,31,1,0,0.555035450503659,FALSE,0.650746268656716
115072,140405,0,0,0,336500,180,448000,6060,794,75.11160714,44,0,0,0.335587055531248,TRUE,0.650876538604998
90479,115688,0,0,0,446500,360,568000,6060,800,78.60915493,46,0,0,0.351753057607038,TRUE,0.651006711409396
