,Time,Length,Airline,DayOfWeek,Weekend,HH_C,HH_A,PRED,PROB,REAL,CERT,CORRECT,TP,TN,FP,FN
485430,1205,110,0.34060749041580657,3,0,0.0006674329786050651,0.4444444444444444,0,0.45902338124913783,1,0.04097661875086217,0,0,0,0,1
153011,1008,92,0.24981577008106118,7,1,0.00044495531907004336,0.5,0,0.45902042824776146,1,0.04097957175223854,0,0,0,0,1
243540,818,106,0.3091517857142857,5,0,0.00035225629426378436,0.47368421052631576,0,0.45896059528838834,0,0.04103940471161166,1,0,1,0,0
227946,890,100,0.33641715727502103,5,0,0.0003151766843412807,0.47058823529411764,0,0.45895100010325246,0,0.04104899989674754,1,0,1,0,0
232980,1025,155,0.33641715727502103,3,0,0.00016685824465126627,0.4444444444444444,0,0.45893681166196443,0,0.04106318833803557,1,0,1,0,0
503955,605,190,0.3897646296696178,1,0,0.00020393785457376988,0.45454545454545453,0,0.4589097526196795,0,0.04109024738032052,1,0,1,0,0
225306,835,145,0.34060749041580657,3,0,0.0010382290778301012,0.44642857142857145,0,0.4588740180461935,0,0.04112598195380651,1,0,1,0,0
524249,1021,226,0.3091517857142857,4,0,0.0007230523934888205,0.46153846153846156,0,0.4588586639481372,1,0.04114133605186282,0,0,0,0,1
37529,360,101,0.44457664088836013,6,1,0.00016685824465126627,0.6666666666666666,0,0.4588550190539077,1,0.04114498094609231,0,0,0,0,1
535978,730,110,0.34060749041580657,3,0,0.0008157514182950795,0.4772727272727273,0,0.4588062016209218,1,0.04119379837907822,0,0,0,0,1
113431,420,80,0.7034216453931138,3,0,0.0005191145389150506,0.4642857142857143,0,0.45879926550639,0,0.04120073449361,1,0,1,0,0
146651,579,106,0.44457664088836013,6,1,0.00035225629426378436,0.47368421052631576,0,0.45878429176793256,1,0.04121570823206744,0,0,0,0,1
21829,580,146,0.44457664088836013,1,0,0.00020393785457376988,0.45454545454545453,0,0.45877939343801494,0,0.04122060656198506,1,0,1,0,0
304365,1345,127,0.30404135338345867,7,1,0.0006488931736438133,0.4857142857142857,0,0.4587691422033343,1,0.04123085779666569,0,0,0,0,1
95240,610,150,0.7034216453931138,6,1,0.0002780970744187771,0.4,0,0.4587486764144981,1,0.041251323585501876,0,0,0,0,1
296607,597,49,0.44457664088836013,6,1,0.0005005747339537988,0.48148148148148145,0,0.45870944442899536,0,0.04129055557100464,1,0,1,0,0
376571,620,165,0.30404135338345867,3,0,0.0007601320034113241,0.4878048780487805,0,0.45870584958052324,1,0.04129415041947676,0,0,0,0,1
436664,765,90,0.4048661800486618,1,0,0.00012977863472876265,0.42857142857142855,0,0.45867942808839174,0,0.04132057191160826,1,0,1,0,0
65407,760,70,0.34060749041580657,7,1,0.001446104786977641,0.5,0,0.45862922500803194,0,0.04137077499196806,1,0,1,0,0
4086,725,140,0.33641715727502103,1,0,0.0013163261522488783,0.4647887323943662,0,0.4585910835943452,0,0.041408916405654805,1,0,1,0,0
417139,710,140,0.44034917555771097,6,1,0.0004634951240312952,0.44,0,0.4585887555370258,1,0.04141124446297417,0,0,0,0,1
166562,1063,141,0.30404135338345867,2,0,0.0010382290778301012,0.44642857142857145,0,0.458582801982923,0,0.041417198017076995,1,0,1,0,0
206755,871,81,0.40134608572440666,5,0,0.000482034928992547,0.4230769230769231,0,0.45855270963841477,1,0.04144729036158523,0,0,0,0,1
350370,612,81,0.40134608572440666,5,0,0.0005191145389150506,0.4642857142857143,0,0.458529098672359,0,0.041470901327640974,1,0,1,0,0
114626,625,188,0.34060749041580657,1,0,0.0002780970744187771,0.4666666666666667,0,0.45850994712817333,0,0.041490052871826666,1,0,1,0,0
463073,1290,99,0.44034917555771097,1,0,0.000574733953798806,0.41935483870967744,0,0.4584829707612488,1,0.041517029238751224,0,0,0,0,1
187009,590,81,0.34060749041580657,6,1,0.0011865475175201158,0.53125,0,0.4584630181797197,0,0.041536981820280316,1,0,1,0,0
468658,516,45,0.3228980322003578,5,0,0.00011123882976751084,0.6666666666666666,0,0.4584565363205862,1,0.041543463679413806,0,0,0,0,1
264333,495,190,0.44034917555771097,7,1,9.269902480625904e-05,0.6,0,0.45845118917171623,1,0.041548810828283766,0,0,0,0,1
215787,1144,146,0.5629139072847682,3,0,0.0002595572694575253,0.2857142857142857,0,0.45844871879871585,0,0.04155128120128415,1,0,1,0,0
302851,544,291,0.3091517857142857,2,0,0.0009084504431013386,0.5714285714285714,0,0.45843839238886874,1,0.04156160761113126,0,0,0,0,1
39753,750,90,0.33641715727502103,2,0,0.0005191145389150506,0.4642857142857143,0,0.4584257333066891,1,0.04157426669331088,0,0,0,0,1
193702,1255,103,0.30404135338345867,4,0,0.0008528310282175832,0.45652173913043476,0,0.458398529544898,1,0.041601470455101985,0,0,0,0,1
109666,1335,103,0.34060749041580657,3,0,0.0008342912232563313,0.4444444444444444,0,0.4583747183885235,0,0.041625281611476495,1,0,1,0,0
30355,970,298,0.5629139072847682,1,0,0.0003707960992250362,0.25,0,0.4583637098551669,1,0.04163629014483311,0,0,0,0,1
367207,1060,100,0.30404135338345867,6,1,0.000574733953798806,0.4838709677419355,0,0.45834631099700596,1,0.04165368900299404,0,0,0,0,1
70036,639,150,0.44457664088836013,4,0,0.00016685824465126627,0.4444444444444444,0,0.4583463017333525,0,0.0416536982666475,1,0,1,0,0
252940,869,79,0.40134608572440666,4,0,0.00012977863472876265,0.42857142857142855,0,0.45833487160193953,1,0.04166512839806047,0,0,0,0,1
389142,663,247,0.44034917555771097,3,0,0.0004264155141087916,0.43478260869565216,0,0.4583292308316392,0,0.04167076916836082,1,0,1,0,0
380861,1235,70,0.34060749041580657,6,1,0.0004264155141087916,0.4782608695652174,0,0.45829148680308657,0,0.04170851319691343,1,0,1,0,0
227588,553,82,0.44457664088836013,6,1,7.415921984500724e-05,0.5,0,0.45823388892872613,0,0.04176611107127387,1,0,1,0,0
536060,1170,63,0.38866646134893745,5,0,0.0006118135637213097,0.42424242424242425,0,0.4581790606017829,1,0.04182093939821713,0,0,0,0,1
238761,670,78,0.44034917555771097,5,0,0.0010196892728688493,0.45454545454545453,0,0.4581701851751488,0,0.04182981482485121,1,0,1,0,0
372290,1340,292,0.5629139072847682,1,0,0.0003707960992250362,0.25,0,0.45814425682964116,1,0.04185574317035884,0,0,0,0,1
161973,910,268,0.5629139072847682,7,1,0.00020393785457376988,0.36363636363636365,0,0.4581245757425274,0,0.04187542425747259,1,0,1,0,0
348760,545,307,0.44034917555771097,1,0,0.00011123882976751084,0.5,0,0.45811442510677813,0,0.041885574893221866,1,0,1,0,0
485780,653,91,0.44457664088836013,1,0,0.00029663687938002894,0.4375,0,0.4581051407352815,0,0.041894859264718476,1,0,1,0,0
3936,1231,72,0.3091517857142857,5,0,0.0013719455671326337,0.4864864864864865,0,0.45805877548553176,0,0.041941224514468245,1,0,1,0,0
146628,870,139,0.5629139072847682,4,0,0.00044495531907004336,0.375,0,0.45805829735031706,1,0.041941702649682944,0,0,0,0,1
387988,650,140,0.3897646296696178,6,1,0.0006488931736438133,0.45714285714285713,0,0.4580343468071142,0,0.04196565319288581,1,0,1,0,0
524853,1029,144,0.3091517857142857,5,0,0.0007045125885275687,0.47368421052631576,0,0.45802824708168893,1,0.04197175291831107,0,0,0,0,1
470125,470,154,0.3228980322003578,3,0,5.561941488375542e-05,0.6666666666666666,0,0.45802186070544,1,0.04197813929456001,0,0,0,0,1
467818,550,110,0.7034216453931138,4,0,0.0011123882976751085,0.4,0,0.4579938065890024,1,0.042006193410997594,0,0,0,0,1
529249,1350,315,0.44034917555771097,7,1,0.00035225629426378436,0.42105263157894735,0,0.45798073386271876,1,0.04201926613728124,0,0,0,0,1
71111,1086,60,0.3897646296696178,2,0,0.0008899106381400867,0.4166666666666667,0,0.45795562467659706,0,0.04204437532340294,1,0,1,0,0
275077,1185,60,0.3897646296696178,2,0,0.0008899106381400867,0.4166666666666667,0,0.45795562467659706,0,0.04204437532340294,1,0,1,0,0
260076,1265,59,0.44457664088836013,1,0,0.00012977863472876265,0.42857142857142855,0,0.4579442929505388,1,0.04205570704946121,0,0,0,0,1
372466,670,75,0.33641715727502103,3,0,0.00035225629426378436,0.47368421052631576,0,0.4579258216473321,1,0.04207417835266791,0,0,0,0,1
345955,1076,86,0.34060749041580657,3,0,0.0010196892728688493,0.45454545454545453,0,0.45788211092600717,0,0.04211788907399283,1,0,1,0,0
314772,880,72,0.24981577008106118,6,1,0.001446104786977641,0.5,0,0.4578709003182826,1,0.04212909968171741,0,0,0,0,1
527339,977,118,0.44034917555771097,3,0,0.0006674329786050651,0.4166666666666667,0,0.45786190504169333,1,0.04213809495830667,0,0,0,0,1
412675,905,100,0.33641715727502103,6,1,0.0003151766843412807,0.47058823529411764,0,0.45782838470957016,1,0.04217161529042984,0,0,0,0,1
419896,655,110,0.38866646134893745,5,0,0.00044495531907004336,0.4583333333333333,0,0.4577922636108078,1,0.042207736389192174,0,0,0,0,1
274138,660,115,0.38866646134893745,4,0,0.00020393785457376988,0.45454545454545453,0,0.4577883645131017,0,0.042211635486898325,1,0,1,0,0
515543,1230,70,0.33641715727502103,5,0,0.0005932737587600579,0.46875,0,0.4577664920242752,1,0.04223350797572478,0,0,0,0,1
294834,1065,130,0.33641715727502103,7,1,0.001168007712558864,0.47619047619047616,0,0.45774863524791476,0,0.04225136475208524,1,0,1,0,0
87669,761,319,0.46036085292509565,4,0,0.00035225629426378436,0.42105263157894735,0,0.457744086486686,1,0.04225591351331398,0,0,0,0,1
391643,1259,138,0.30404135338345867,3,0,0.0010382290778301012,0.44642857142857145,0,0.45769586186457445,0,0.04230413813542555,1,0,1,0,0
151540,572,80,0.40134608572440666,5,0,0.0003707960992250362,0.5,0,0.4576871146146731,1,0.042312885385326904,0,0,0,0,1
447694,1290,96,0.44034917555771097,3,0,0.000574733953798806,0.41935483870967744,0,0.45767702302437074,0,0.042322976975629256,1,0,1,0,0
334091,1225,100,0.3897646296696178,4,0,0.00035225629426378436,0.42105263157894735,0,0.45761719627464115,0,0.04238280372535885,1,0,1,0,0
340574,1225,100,0.3897646296696178,4,0,0.00035225629426378436,0.42105263157894735,0,0.45761719627464115,0,0.04238280372535885,1,0,1,0,0
280891,597,54,0.44457664088836013,1,0,0.000482034928992547,0.46153846153846156,0,0.4575497629117401,0,0.0424502370882599,1,0,1,0,0
112662,943,177,0.46036085292509565,6,1,0.00035225629426378436,0.42105263157894735,0,0.4575457861238517,0,0.04245421387614828,1,0,1,0,0
217477,943,177,0.46036085292509565,6,1,0.00035225629426378436,0.42105263157894735,0,0.4575457861238517,0,0.04245421387614828,1,0,1,0,0
191942,925,216,0.44034917555771097,5,0,0.00035225629426378436,0.42105263157894735,0,0.4575070113435526,1,0.042492988656447406,0,0,0,0,1
424801,1215,78,0.44034917555771097,2,0,0.0006674329786050651,0.4166666666666667,0,0.45746663111460206,1,0.04253336888539794,0,0,0,0,1
287961,1215,78,0.44034917555771097,3,0,0.0006674329786050651,0.4166666666666667,0,0.45746663111460206,0,0.04253336888539794,1,0,1,0,0
229282,1215,78,0.44034917555771097,3,0,0.0006674329786050651,0.4166666666666667,0,0.45746663111460206,0,0.04253336888539794,1,0,1,0,0
211929,770,170,0.3897646296696178,6,1,0.0007786718083725759,0.42857142857142855,0,0.4574591116746822,1,0.04254088832531783,0,0,0,0,1
529066,1275,99,0.3091517857142857,5,0,0.0004264155141087916,0.4782608695652174,0,0.4574230103739471,1,0.042576989626052886,0,0,0,0,1
386295,505,112,0.44034917555771097,1,0,0.0007972116133338278,0.6046511627906976,0,0.45741605057066714,0,0.04258394942933286,1,0,1,0,0
218273,908,119,0.3091517857142857,6,1,0.0006118135637213097,0.48484848484848486,0,0.45741466471556697,0,0.042585335284433035,1,0,1,0,0
312248,1161,49,0.24981577008106118,3,0,0.0002780970744187771,0.4666666666666667,0,0.45732528520403387,1,0.04267471479596613,0,0,0,0,1
465008,1125,140,0.33641715727502103,6,1,0.0013163261522488783,0.4647887323943662,0,0.45732317742379786,1,0.042676822576202145,0,0,0,0,1
340352,770,170,0.3897646296696178,5,0,0.0007786718083725759,0.42857142857142855,0,0.45730052000548255,0,0.04269947999451745,1,0,1,0,0
165137,665,195,0.3897646296696178,4,0,0.0009269902480625904,0.44,0,0.45728473038985307,0,0.04271526961014693,1,0,1,0,0
500674,725,71,0.44034917555771097,5,0,0.0007601320034113241,0.43902439024390244,0,0.45727027869669057,0,0.04272972130330943,1,0,1,0,0
239785,360,315,0.3897646296696178,7,1,9.269902480625904e-05,0.6,0,0.4572549678974487,0,0.04274503210255132,1,0,1,0,0
83844,1135,124,0.3228980322003578,5,0,0.0003151766843412807,0.47058823529411764,0,0.45723463082008314,0,0.04276536917991686,1,0,1,0,0
539049,885,192,0.5629139072847682,6,1,0.0003707960992250362,0.35,0,0.45721781372637055,1,0.04278218627362945,0,0,0,0,1
275106,764,35,0.44457664088836013,3,0,0.0008342912232563313,0.4222222222222222,0,0.4571647112839033,0,0.04283528871609671,1,0,1,0,0
114375,680,263,0.34060749041580657,2,0,0.00038933590418628795,0.47619047619047616,0,0.4571477657912413,0,0.04285223420875872,1,0,1,0,0
121242,1077,74,0.34060749041580657,5,0,0.0004634951240312952,0.48,0,0.45713266677376685,0,0.04286733322623315,1,0,1,0,0
461626,890,80,0.34060749041580657,5,0,0.0004634951240312952,0.48,0,0.45713266677376685,1,0.04286733322623315,0,0,0,0,1
291462,1077,74,0.34060749041580657,5,0,0.0004634951240312952,0.48,0,0.45713266677376685,0,0.04286733322623315,1,0,1,0,0
373452,465,145,0.3897646296696178,3,0,0.0005932737587600579,0.65625,0,0.4571318023341286,1,0.04286819766587141,0,0,0,0,1
519492,540,350,0.3568702290076336,4,0,0.0009826096629463458,0.5660377358490566,0,0.45713076274743536,1,0.04286923725256464,0,0,0,0,1
461550,850,145,0.30404135338345867,3,0,0.0006303533686825614,0.4411764705882353,0,0.4570774888978862,1,0.042922511102113814,0,0,0,0,1
113439,1060,100,0.30404135338345867,7,1,0.000574733953798806,0.4838709677419355,0,0.45707532813095364,0,0.04292467186904636,1,0,1,0,0
193766,1060,100,0.30404135338345867,7,1,0.000574733953798806,0.4838709677419355,0,0.45707532813095364,1,0.04292467186904636,0,0,0,0,1
187300,817,72,0.40134608572440666,3,0,0.00035225629426378436,0.42105263157894735,0,0.45706917688515086,0,0.04293082311484914,1,0,1,0,0
249090,1105,340,0.3897646296696178,5,0,0.0006118135637213097,0.42424242424242425,0,0.457061907094465,1,0.04293809290553502,0,0,0,0,1
118672,725,87,0.2879622344610543,5,0,0.0002595572694575253,0.5,0,0.45703511220150794,0,0.04296488779849206,1,0,1,0,0
143519,465,110,0.34060749041580657,5,0,0.0003707960992250362,0.7,0,0.45699597050518626,1,0.043004029494813745,0,0,0,0,1
493946,765,90,0.4048661800486618,3,0,0.00012977863472876265,0.42857142857142855,0,0.4569693812321694,0,0.0430306187678306,1,0,1,0,0
127861,837,93,0.30404135338345867,5,0,0.0005005747339537988,0.48148148148148145,0,0.45695611525255436,0,0.04304388474744564,1,0,1,0,0
418867,1160,35,0.44457664088836013,6,1,0.0008342912232563313,0.4222222222222222,0,0.45695150889299213,1,0.04304849110700787,0,0,0,0,1
362810,840,227,0.34060749041580657,7,1,0.0007230523934888205,0.46153846153846156,0,0.456943970931771,1,0.043056029068228974,0,0,0,0,1
242149,931,127,0.3091517857142857,2,0,0.0007786718083725759,0.4523809523809524,0,0.4569382874628486,0,0.04306171253715141,1,0,1,0,0
524568,1095,115,0.34060749041580657,3,0,0.0006674329786050651,0.4444444444444444,0,0.45693103230989607,1,0.04306896769010393,0,0,0,0,1
371459,545,105,0.7034216453931138,2,0,0.0012050873224813674,0.3384615384615385,0,0.45692307722777337,1,0.04307692277222663,0,0,0,0,1
477303,1090,170,0.3228980322003578,6,1,0.0006674329786050651,0.4722222222222222,0,0.4569056316880066,1,0.043094368311993425,0,0,0,0,1
209576,665,112,0.38866646134893745,7,1,0.00044495531907004336,0.4583333333333333,0,0.4568933179570681,1,0.04310668204293189,0,0,0,0,1
189130,490,350,0.3897646296696178,6,1,0.00033371648930253253,0.6111111111111112,0,0.4568710678518134,0,0.04312893214818658,1,0,1,0,0
240509,1280,100,0.24981577008106118,1,0,0.0008342912232563313,0.4444444444444444,0,0.45679938012561344,0,0.04320061987438656,1,0,1,0,0
379771,1067,33,0.44457664088836013,5,0,0.0008342912232563313,0.4222222222222222,0,0.45679291722379256,0,0.04320708277620744,1,0,1,0,0
420861,645,140,0.33641715727502103,7,1,0.00022247765953502168,0.5,0,0.4567849463347934,1,0.043215053665206615,0,0,0,0,1
398169,750,90,0.33641715727502103,3,0,0.0005191145389150506,0.4642857142857143,0,0.45672224850608856,0,0.04327775149391144,1,0,1,0,0
418919,615,86,0.44457664088836013,4,0,0.0003707960992250362,0.45,0,0.4567214927382743,1,0.04327850726172572,0,0,0,0,1
66169,615,86,0.44457664088836013,4,0,0.0003707960992250362,0.45,0,0.4567214927382743,0,0.04327850726172572,1,0,1,0,0
113035,959,72,0.24981577008106118,5,0,0.00035225629426378436,0.47368421052631576,0,0.45669658241298755,0,0.04330341758701245,1,0,1,0,0
81700,635,350,0.7034216453931138,4,0,0.0001853980496125181,0.1,0,0.4566864178333787,0,0.04331358216662129,1,0,1,0,0
325472,1305,183,0.3091517857142857,2,0,0.0009084504431013386,0.4489795918367347,0,0.4566696611145904,0,0.0433303388854096,1,0,1,0,0
375891,1030,54,0.40134608572440666,1,0,0.00012977863472876265,0.42857142857142855,0,0.4566645178915912,1,0.04333548210840882,0,0,0,0,1
227153,650,125,0.7034216453931138,7,1,0.00016685824465126627,0.3333333333333333,0,0.4566490717891123,0,0.04335092821088771,1,0,1,0,0
268152,920,135,0.33641715727502103,5,0,0.0015573436167451518,0.4642857142857143,0,0.45663322894947667,1,0.043366771050523334,0,0,0,0,1
372433,697,145,0.44457664088836013,1,0,0.0006488931736438133,0.42857142857142855,0,0.45662818977640107,1,0.04337181022359893,0,0,0,0,1
38392,900,60,0.3897646296696178,1,0,0.0008899106381400867,0.4166666666666667,0,0.45658888521641444,1,0.04341111478358556,0,0,0,0,1
463267,740,90,0.33641715727502103,4,0,0.00035225629426378436,0.47368421052631576,0,0.4565887777014179,1,0.043411222298582075,0,0,0,0,1
327273,939,320,0.3091517857142857,5,0,0.0004634951240312952,0.48,0,0.4565469033259745,0,0.043453096674025526,1,0,1,0,0
427640,716,274,0.3091517857142857,4,0,0.001056768882791353,0.5087719298245614,0,0.4564750556294582,1,0.043524944370541774,0,0,0,0,1
224997,655,110,0.33641715727502103,5,0,3.707960992250362e-05,0.5,0,0.4564741579654775,0,0.04352584203452248,1,0,1,0,0
361464,655,110,0.33641715727502103,5,0,3.707960992250362e-05,0.5,0,0.4564741579654775,1,0.04352584203452248,0,0,0,0,1
320567,670,125,0.33641715727502103,2,0,0.0009455300530238422,0.47058823529411764,0,0.45641534481565477,1,0.04358465518434523,0,0,0,0,1
489342,1020,120,0.38866646134893745,5,0,0.00012977863472876265,0.42857142857142855,0,0.4564059622739828,0,0.04359403772601722,1,0,1,0,0
67045,1348,91,0.3091517857142857,3,0,0.0009455300530238422,0.45098039215686275,0,0.45640578298143447,0,0.04359421701856553,1,0,1,0,0
345841,1076,85,0.24981577008106118,2,0,0.0010196892728688493,0.45454545454545453,0,0.4563196239817672,0,0.043680376018232825,1,0,1,0,0
474671,1079,115,0.34060749041580657,5,0,0.0008157514182950795,0.4772727272727273,0,0.4563054867150366,1,0.04369451328496338,0,0,0,0,1
505987,625,188,0.34060749041580657,2,0,0.0002780970744187771,0.4666666666666667,0,0.4562595129305235,0,0.043740487069476475,1,0,1,0,0
530411,669,133,0.30404135338345867,1,0,0.0003151766843412807,0.47058823529411764,0,0.4562381210548868,1,0.043761878945113186,0,0,0,0,1
265312,686,51,0.44457664088836013,5,0,0.00033371648930253253,0.4444444444444444,0,0.45621685922377936,1,0.04378314077622064,0,0,0,0,1
442192,518,117,0.44457664088836013,7,1,0.0001853980496125181,0.6,0,0.4561980868965311,0,0.043801913103468926,1,0,1,0,0
27242,360,260,0.3897646296696178,2,0,0.0001853980496125181,0.6,0,0.4561897035993819,0,0.04381029640061812,1,0,1,0,0
255321,360,260,0.3897646296696178,2,0,0.0001853980496125181,0.6,0,0.4561897035993819,1,0.04381029640061812,0,0,0,0,1
483949,595,110,0.44034917555771097,3,0,0.0008528310282175832,0.45652173913043476,0,0.456181383533512,1,0.04381861646648799,0,0,0,0,1
102359,935,59,0.38866646134893745,4,0,0.0006118135637213097,0.42424242424242425,0,0.456159466763314,1,0.04384053323668602,0,0,0,0,1
155400,1065,59,0.38866646134893745,4,0,0.0006118135637213097,0.42424242424242425,0,0.456159466763314,1,0.04384053323668602,0,0,0,0,1
195196,520,127,0.44034917555771097,2,0,0.0005376543438763025,0.5862068965517241,0,0.45614275616717803,1,0.04385724383282197,0,0,0,0,1
255818,945,123,0.3228980322003578,6,1,0.0003151766843412807,0.47058823529411764,0,0.4561120154264009,1,0.043887984573599104,0,0,0,0,1
17542,945,123,0.3228980322003578,6,1,0.0003151766843412807,0.47058823529411764,0,0.4561120154264009,0,0.043887984573599104,1,0,1,0,0
489063,810,165,0.33641715727502103,4,0,0.0006488931736438133,0.45714285714285713,0,0.45608594522399754,0,0.043914054776002465,1,0,1,0,0
392045,931,127,0.3091517857142857,3,0,0.0007786718083725759,0.4523809523809524,0,0.4560513473445001,0,0.04394865265549991,1,0,1,0,0
117484,914,141,0.38866646134893745,5,0,0.00012977863472876265,0.42857142857142855,0,0.45603384325403384,0,0.043966156745966156,1,0,1,0,0
494025,1229,147,0.38866646134893745,5,0,0.00012977863472876265,0.42857142857142855,0,0.45603384325403384,0,0.043966156745966156,1,0,1,0,0
178824,577,162,0.44034917555771097,7,1,0.0007601320034113241,0.4878048780487805,0,0.45601829155156026,0,0.04398170844843974,1,0,1,0,0
280587,1110,223,0.3228980322003578,5,0,0.0010196892728688493,0.4727272727272727,0,0.4560064511624886,0,0.04399354883751139,1,0,1,0,0
147601,675,155,0.7034216453931138,5,0,0.0002780970744187771,0.26666666666666666,0,0.45598740982264624,1,0.04401259017735376,0,0,0,0,1
215351,615,90,0.44034917555771097,3,0,0.0006303533686825614,0.4411764705882353,0,0.4559525787827638,1,0.044047421217236205,0,0,0,0,1
116500,920,70,0.4048661800486618,5,0,0.00012977863472876265,0.42857142857142855,0,0.4559278616632899,0,0.04407213833671009,1,0,1,0,0
243130,607,81,0.40134608572440666,6,1,0.0005191145389150506,0.4642857142857143,0,0.4558556052469563,0,0.044144394753043714,1,0,1,0,0
428061,1349,123,0.34060749041580657,6,1,0.0009455300530238422,0.47058823529411764,0,0.4558385721952552,1,0.0441614278047448,0,0,0,0,1
360075,1095,75,0.33641715727502103,5,0,0.0005932737587600579,0.46875,0,0.4558365194801898,1,0.04416348051981023,0,0,0,0,1
297414,952,323,0.3091517857142857,6,1,0.0004634951240312952,0.48,0,0.45579481223573565,0,0.04420518776426435,1,0,1,0,0
190662,1175,194,0.34060749041580657,5,0,0.0009269902480625904,0.46,0,0.45578065609678625,0,0.04421934390321375,1,0,1,0,0
438257,1110,161,0.44457664088836013,3,0,0.00022247765953502168,0.4166666666666667,0,0.45577662336012564,0,0.04422337663987436,1,0,1,0,0
445617,1115,161,0.44457664088836013,2,0,0.00022247765953502168,0.4166666666666667,0,0.45577662336012564,0,0.04422337663987436,1,0,1,0,0
167021,1110,161,0.44457664088836013,3,0,0.00022247765953502168,0.4166666666666667,0,0.45577662336012564,0,0.04422337663987436,1,0,1,0,0
331071,665,315,0.34060749041580657,3,0,0.0004634951240312952,0.48,0,0.45575583188091867,0,0.04424416811908133,1,0,1,0,0
497087,699,150,0.30404135338345867,5,0,0.00014831843969001447,0.5,0,0.455744459274247,0,0.044255540725752995,1,0,1,0,0
357330,551,62,0.44457664088836013,1,0,0.0003151766843412807,0.47058823529411764,0,0.45570639677623376,1,0.04429360322376624,0,0,0,0,1
143673,1105,62,0.24981577008106118,5,0,0.0002780970744187771,0.4666666666666667,0,0.4556762277221918,1,0.044323772277808204,0,0,0,0,1
507173,685,106,0.4048661800486618,3,0,0.00029663687938002894,0.4375,0,0.4556309406012794,0,0.0443690593987206,1,0,1,0,0
88983,1175,100,0.40134608572440666,2,0,0.000574733953798806,0.41935483870967744,0,0.4556191304296457,1,0.04438086957035431,0,0,0,0,1
215069,830,154,0.3228980322003578,6,1,0.0005191145389150506,0.4642857142857143,0,0.45560488615972217,1,0.04439511384027783,0,0,0,0,1
8844,360,70,0.7034216453931138,5,0,0.001446104786977641,0.5,0,0.4555505402990413,0,0.044449459700958704,1,0,1,0,0
156077,590,100,0.44034917555771097,7,1,0.0012050873224813674,0.47692307692307695,0,0.45548678098473244,1,0.04451321901526756,0,0,0,0,1
338818,555,179,0.38866646134893745,5,0,0.00029663687938002894,0.5,0,0.4554461226460216,0,0.04455387735397842,1,0,1,0,0
375085,1215,73,0.40134608572440666,2,0,0.0006674329786050651,0.4166666666666667,0,0.45540873851987695,1,0.044591261480123046,0,0,0,0,1
224714,909,143,0.3091517857142857,5,0,0.0013163261522488783,0.4647887323943662,0,0.45539867831462094,0,0.04460132168537906,1,0,1,0,0
29755,961,165,0.3091517857142857,5,0,0.0014831843969001447,0.475,0,0.45539867831462094,0,0.04460132168537906,1,0,1,0,0
215444,685,113,0.38866646134893745,7,1,0.00020393785457376988,0.45454545454545453,0,0.45538996450535124,1,0.04461003549464876,0,0,0,0,1
10305,599,164,0.34060749041580657,4,0,0.0005191145389150506,0.5,0,0.4553834905074768,0,0.044616509492523215,1,0,1,0,0
826,940,70,0.33641715727502103,7,1,0.0005932737587600579,0.46875,0,0.4553728937645407,0,0.04462710623545929,1,0,1,0,0
512215,1090,100,0.3897646296696178,7,1,0.00035225629426378436,0.42105263157894735,0,0.4553711995291812,0,0.0446288004708188,1,0,1,0,0
538673,1190,78,0.34060749041580657,7,1,0.0003151766843412807,0.47058823529411764,0,0.45535835131639246,1,0.04464164868360754,0,0,0,0,1
378565,1294,145,0.3091517857142857,4,0,0.00020393785457376988,0.45454545454545453,0,0.45534625553867736,0,0.04465374446132264,1,0,1,0,0
405289,1004,138,0.30404135338345867,4,0,0.00020393785457376988,0.45454545454545453,0,0.45534625553867736,0,0.04465374446132264,1,0,1,0,0
60356,1380,54,0.38866646134893745,4,0,0.0006118135637213097,0.42424242424242425,0,0.4552975907067404,0,0.04470240929325958,1,0,1,0,0
537716,662,103,0.44034917555771097,3,0,0.0006488931736438133,0.42857142857142855,0,0.45529379203803344,1,0.04470620796196656,0,0,0,0,1
469316,565,165,0.7034216453931138,4,0,0.00014831843969001447,0.375,0,0.45528981583461553,1,0.04471018416538447,0,0,0,0,1
17541,1305,70,0.33641715727502103,7,1,0.0005932737587600579,0.46875,0,0.45527928417891905,0,0.04472071582108095,1,0,1,0,0
375981,870,115,0.33641715727502103,7,1,0.0008157514182950795,0.4772727272727273,0,0.4552784549029576,1,0.0447215450970424,0,0,0,0,1
257611,1045,225,0.3228980322003578,6,1,0.0010196892728688493,0.4727272727272727,0,0.45525436007224984,1,0.04474563992775016,0,0,0,0,1
232711,1245,220,0.3228980322003578,6,1,0.0010196892728688493,0.4727272727272727,0,0.45525436007224984,0,0.04474563992775016,1,0,1,0,0
440173,1245,220,0.3228980322003578,6,1,0.0010196892728688493,0.4727272727272727,0,0.45525436007224984,0,0.04474563992775016,1,0,1,0,0
95475,1060,330,0.44034917555771097,3,0,0.000574733953798806,0.41935483870967744,0,0.4552543160346303,1,0.04474568396536971,0,0,0,0,1
487876,590,85,0.40134608572440666,4,0,0.0005191145389150506,0.4642857142857143,0,0.4552464465990614,0,0.04475355340093862,1,0,1,0,0
